slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totalsslug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
randlju01,Julius Randle,POWER FORWARD,25,NEW YORK KNICKS,64,2080,17.5,0.538,0.23,0.35,7.5,24.9,16.0,15.8,1.2,1.0,14.3,27.6,0.9,1.8,2.7,0.062,0.7,-1.0,-0.3,0.9,Falserandlju01,Julius Randle,POWER FORWARD,25,NEW YORK KNICKS,64,64,2080,463,1006,64,231,258,352,151,471,198,51,22,193,178,1248
reavejo02,Josh Reaves,SMALL FORWARD,22,DALLAS MAVERICKS,4,28,5.8,0.405,0.222,0.222,3.8,7.4,5.6,14.2,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.031,-5.9,-4.0,-9.9,-0.1,Falsereavejo02,Josh Reaves,SMALL FORWARD,22,DALLAS MAVERICKS,4,0,28,3,9,0,2,2,2,1,2,3,0,0,0,5,8
reddica01,Cam Reddish,SMALL FORWARD,20,ATLANTA HAWKS,58,1551,9.0,0.5,0.451,0.227,2.4,12.7,7.5,8.0,1.9,1.5,13.6,18.9,-1.2,0.8,-0.4,-0.011,-3.3,-1.0,-4.2,-0.9,Falsereddica01,Cam Reddish,SMALL FORWARD,20,ATLANTA HAWKS,58,34,1551,213,554,83,250,101,126,35,181,87,62,28,96,132,610
redicjj01,J.J. Redick,SHOOTING GUARD,35,NEW ORLEANS PELICANS,60,1581,15.4,0.644,0.629,0.293,0.7,9.5,5.1,10.8,0.6,0.5,9.5,20.4,3.6,0.6,4.1,0.125,2.3,-1.7,0.7,1.1,Falseredicjj01,J.J. Redick,SHOOTING GUARD,35,NEW ORLEANS PELICANS,60,36,1581,286,631,180,397,165,185,10,141,119,20,10,75,96,917
reidna01,Naz Reid,CENTER,20,MINNESOTA TIMBERWOLVES,30,495,15.3,0.505,0.399,0.218,7.0,19.9,13.2,11.2,1.8,3.7,7.6,24.0,0.2,0.6,0.8,0.074,-1.6,-0.3,-1.9,0.0,Falsereidna01,Naz Reid,CENTER,20,MINNESOTA TIMBERWOLVES,30,11,495,100,243,32,97,37,53,34,90,35,19,22,22,83,269
richajo01,Josh Richardson,SHOOTING GUARD,26,PHILADELPHIA 76ERS,55,1693,12.0,0.533,0.385,0.218,2.7,8.7,5.7,13.9,1.5,1.8,12.8,20.6,0.5,1.7,2.1,0.061,-1.4,-0.4,-1.8,0.1,Falserichajo01,Josh Richardson,SHOOTING GUARD,26,PHILADELPHIA 76ERS,55,53,1693,278,646,85,249,114,141,41,133,162,52,36,104,136,755
riverau01,Austin Rivers,SHOOTING GUARD,27,HOUSTON ROCKETS,68,1594,10.4,0.542,0.539,0.222,1.8,9.8,5.8,10.0,1.4,0.5,8.3,15.6,1.2,1.2,2.4,0.072,-2.1,-0.4,-2.5,-0.2,Falseriverau01,Austin Rivers,SHOOTING GUARD,27,HOUSTON ROCKETS,68,4,1594,211,501,96,270,78,111,27,148,113,49,10,50,129,596
roberan03,Andre Roberson,SMALL FORWARD,28,OKLAHOMA CITY THUNDER,7,87,5.4,0.335,0.483,0.069,9.2,24.7,17.1,6.3,0.6,3.0,6.3,16.1,-0.1,0.1,0.0,-0.017,-5.2,-0.1,-5.3,-0.1,Falseroberan03,Andre Roberson,SMALL FORWARD,28,OKLAHOMA CITY THUNDER,7,0,87,8,29,3,14,1,2,7,20,4,1,3,2,13,20
robindu01,Duncan Robinson,SHOOTING GUARD,25,MIAMI HEAT,73,2166,13.1,0.684,0.882,0.105,0.5,11.0,6.0,7.1,0.8,0.9,8.9,16.0,3.7,1.6,5.3,0.118,1.5,-1.0,0.5,1.3,Falserobindu01,Duncan Robinson,SHOOTING GUARD,25,MIAMI HEAT,73,68,2166,323,687,270,606,67,72,10,222,102,35,19,70,193,983
robingl02,Glenn Robinson III,SMALL FORWARD,26,GOLDEN STATE WARRIORS,48,1516,13.1,0.574,0.335,0.146,4.6,11.9,8.1,8.8,1.4,0.8,8.5,16.6,1.5,0.6,2.1,0.067,-0.6,-1.2,-1.7,0.1,Falserobingl02,Glenn Robinson III,SMALL FORWARD,26,GOLDEN STATE WARRIORS,48,48,1516,244,507,68,170,63,74,66,160,85,45,14,50,82,619
robingl02,Glenn Robinson III,SMALL FORWARD,26,PHILADELPHIA 76ERS,14,270,14.7,0.598,0.318,0.141,6.1,11.9,9.0,5.9,1.6,0.6,5.2,15.2,0.5,0.3,0.8,0.137,0.0,-1.3,-1.4,0.0,Falserobingl02,Glenn Robinson III,SMALL FORWARD,26,PHILADELPHIA 76ERS,14,4,270,44,85,9,27,11,12,15,29,11,9,2,5,18,108
robinje01,Jerome Robinson,SHOOTING GUARD,22,LOS ANGELES CLIPPERS,42,476,4.8,0.423,0.493,0.14,1.1,11.7,6.5,12.6,1.3,1.5,15.3,15.0,-0.6,0.6,0.0,-0.004,-5.3,0.6,-4.7,-0.3,Falserobinje01,Jerome Robinson,SHOOTING GUARD,22,LOS ANGELES CLIPPERS,42,1,476,46,136,19,67,11,19,5,55,46,13,8,26,55,122
robinje01,Jerome Robinson,SHOOTING GUARD,22,WASHINGTON WIZARDS,21,503,9.8,0.516,0.494,0.218,1.7,13.8,7.5,11.3,1.4,1.6,10.8,17.7,0.0,0.2,0.2,0.022,-2.2,-0.9,-3.2,-0.1,Falserobinje01,Jerome Robinson,SHOOTING GUARD,22,WASHINGTON WIZARDS,21,5,503,69,174,30,86,29,38,8,61,41,15,9,23,57,197
robinju01,Justin Robinson,POINT GUARD,22,WASHINGTON WIZARDS,9,49,8.2,0.542,0.417,0.0,2.1,9.3,5.6,18.8,0.0,1.8,20.0,12.7,0.0,0.0,0.0,0.007,-2.6,-3.1,-5.7,0.0,Falserobinju01,Justin Robinson,POINT GUARD,22,WASHINGTON WIZARDS,9,0,49,5,12,3,5,0,0,1,4,7,0,1,3,2,13
robinmi01,Mitchell Robinson,CENTER,21,NEW YORK KNICKS,61,1412,23.5,0.726,0.0,0.434,13.7,18.8,16.2,3.9,1.8,8.0,8.3,13.3,4.8,2.0,6.8,0.23,1.6,1.4,2.9,1.8,Falserobinmi01,Mitchell Robinson,CENTER,21,NEW YORK KNICKS,61,7,1412,253,341,0,0,84,148,186,242,36,52,119,37,194,590
robyis01,Isaiah Roby,POWER FORWARD,21,OKLAHOMA CITY THUNDER,3,11,-7.7,0.0,0.0,0.0,0.0,19.5,10.0,0.0,0.0,0.0,50.0,8.0,-0.1,0.0,0.0,-0.188,-12.1,-3.4,-15.5,0.0,Falserobyis01,Isaiah Roby,POWER FORWARD,21,OKLAHOMA CITY THUNDER,3,0,11,0,1,0,0,0,0,0,2,0,0,0,1,1,0
rondora01,Rajon Rondo,POINT GUARD,33,LOS ANGELES LAKERS,48,984,12.4,0.494,0.381,0.125,2.6,13.1,7.9,32.9,1.9,0.2,20.8,18.7,0.1,1.3,1.4,0.068,-1.2,-0.1,-1.3,0.2,Falserondora01,Rajon Rondo,POINT GUARD,33,LOS ANGELES LAKERS,48,3,984,137,328,41,125,27,41,23,119,240,40,2,91,58,342
rosede01,Derrick Rose,POINT GUARD,31,DETROIT PISTONS,50,1298,21.0,0.555,0.195,0.185,2.3,8.3,5.3,40.5,1.5,1.0,13.4,31.6,1.8,0.7,2.5,0.092,3.9,-1.7,2.2,1.4,Falserosede01,Derrick Rose,POINT GUARD,31,DETROIT PISTONS,50,15,1298,369,753,45,147,121,139,27,94,278,40,16,126,49,904
rosste01,Terrence Ross,SHOOTING GUARD,28,ORLANDO MAGIC,69,1889,14.0,0.548,0.596,0.217,0.7,12.3,6.3,6.8,2.0,1.1,7.0,22.8,1.1,2.0,3.0,0.077,-0.1,-0.3,-0.4,0.8,Falserosste01,Terrence Ross,SHOOTING GUARD,28,ORLANDO MAGIC,69,0,1889,341,846,177,504,157,184,13,209,82,77,24,70,109,1016
roziete01,Terry Rozier,POINT GUARD,25,CHARLOTTE HORNETS,63,2164,14.8,0.553,0.45,0.202,2.4,11.8,7.0,20.4,1.4,0.4,12.1,23.7,1.9,1.1,3.0,0.066,0.8,-1.2,-0.4,0.8,Falseroziete01,Terry Rozier,POINT GUARD,25,CHARLOTTE HORNETS,63,63,2164,398,941,172,423,166,190,50,226,259,61,10,141,126,1134
rubiori01,Ricky Rubio,POINT GUARD,29,PHOENIX SUNS,65,2016,16.5,0.535,0.312,0.327,2.5,14.4,8.4,39.7,2.2,0.5,17.9,20.4,2.9,2.0,4.9,0.117,0.7,0.2,1.0,1.5,Falserubiori01,Ricky Rubio,POINT GUARD,29,PHOENIX SUNS,65,65,2016,287,692,78,216,195,226,46,258,570,94,11,173,167,847
russeda01,D'Angelo Russell,POINT GUARD,23,GOLDEN STATE WARRIORS,33,1060,19.1,0.558,0.506,0.227,1.4,11.4,6.2,36.0,1.4,0.8,12.6,32.2,0.9,0.4,1.3,0.058,4.5,-1.9,2.6,1.2,Falserusseda01,D'Angelo Russell,POINT GUARD,23,GOLDEN STATE WARRIORS,33,33,1060,273,635,120,321,113,144,14,108,206,31,9,101,64,779
russeda01,D'Angelo Russell,POINT GUARD,23,MINNESOTA TIMBERWOLVES,12,392,17.6,0.553,0.521,0.261,0.8,14.5,7.4,33.1,2.0,0.8,16.4,29.5,0.2,0.3,0.5,0.064,1.8,-1.7,0.1,0.2,Falserusseda01,D'Angelo Russell,POINT GUARD,23,MINNESOTA TIMBERWOLVES,12,12,392,87,211,38,110,48,55,3,52,79,17,4,46,22,260
sabondo01,Domantas Sabonis,POWER FORWARD,23,INDIANA PACERS,62,2159,20.7,0.586,0.079,0.349,9.7,29.3,19.6,21.7,1.1,1.2,14.8,23.3,4.1,3.4,7.5,0.168,2.0,1.2,3.2,2.9,Falsesabondo01,Domantas Sabonis,POWER FORWARD,23,INDIANA PACERS,62,62,2159,458,848,17,67,214,296,189,582,310,47,30,170,195,1147
samanlu01,Luka Šamanić,POWER FORWARD,20,SAN ANTONIO SPURS,3,48,8.8,0.45,0.5,0.25,2.2,20.2,11.2,16.3,0.0,3.7,10.1,17.8,0.0,0.0,0.0,0.011,-2.4,-1.7,-4.1,0.0,Falsesamanlu01,Luka Šamanić,POWER FORWARD,20,SAN ANTONIO SPURS,3,1,48,5,16,3,8,3,4,1,9,6,0,2,2,6,16
sampsja02,JaKarr Sampson,POWER FORWARD,26,INDIANA PACERS,34,471,12.6,0.615,0.113,0.235,4.7,15.7,10.2,6.1,1.6,2.2,10.6,13.2,0.6,0.7,1.2,0.124,-2.8,1.4,-1.4,0.1,Falsesampsja02,JaKarr Sampson,POWER FORWARD,26,INDIANA PACERS,34,12,471,68,115,2,13,18,27,20,68,21,16,12,15,64,156
saricda01,Dario Šarić,POWER FORWARD,25,PHOENIX SUNS,66,1632,14.2,0.592,0.437,0.238,6.7,21.1,13.8,10.8,1.1,0.9,12.9,17.8,2.1,1.5,3.6,0.105,-0.1,-0.3,-0.4,0.7,Falsesaricda01,Dario Šarić,POWER FORWARD,25,PHOENIX SUNS,66,51,1632,256,538,84,235,108,128,100,306,123,37,16,88,156,704
satorto01,Tomáš Satoranský,SHOOTING GUARD,28,CHICAGO BULLS,65,1878,13.5,0.533,0.361,0.22,4.3,11.0,7.5,27.1,2.1,0.4,17.7,16.7,1.8,1.7,3.5,0.09,-1.1,-0.2,-1.3,0.3,Falsesatorto01,Tomáš Satoranský,SHOOTING GUARD,28,CHICAGO BULLS,65,64,1878,237,551,64,199,106,121,76,178,354,80,7,130,135,644
schofad01,Admiral Schofield,POWER FORWARD,22,WASHINGTON WIZARDS,33,368,6.1,0.502,0.663,0.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,0.1,0.1,0.1,0.017,-4.3,-1.2,-5.5,-0.3,Falseschofad01,Admiral Schofield,POWER FORWARD,22,WASHINGTON WIZARDS,33,2,368,35,92,19,61,10,15,7,40,15,8,4,7,50,99
schrode01,Dennis Schröder,SHOOTING GUARD,26,OKLAHOMA CITY THUNDER,65,1999,16.7,0.575,0.337,0.245,1.1,11.6,6.5,21.9,1.1,0.6,13.4,27.2,1.9,1.8,3.6,0.087,1.1,-1.1,0.0,1.0,Falseschrode01,Dennis Schröder,SHOOTING GUARD,26,OKLAHOMA CITY THUNDER,65,2,1999,453,965,125,325,198,236,19,217,262,45,14,166,146,1229
scottmi01,Mike Scott,POWER FORWARD,31,PHILADELPHIA 76ERS,68,1207,11.2,0.557,0.62,0.106,5.9,16.8,11.3,6.4,0.8,0.4,6.6,14.0,1.4,1.1,2.5,0.1,-0.7,-1.1,-1.8,0.1,Falsescottmi01,Mike Scott,POWER FORWARD,31,PHILADELPHIA 76ERS,68,11,1207,149,350,80,217,30,37,65,183,56,21,5,26,96,408
sefolth01,Thabo Sefolosha,POWER FORWARD,35,HOUSTON ROCKETS,41,436,9.4,0.487,0.593,0.088,5.0,17.5,11.2,7.5,2.5,2.4,13.7,10.4,0.0,0.6,0.7,0.072,-2.9,1.6,-1.2,0.1,Falsesefolth01,Thabo Sefolosha,POWER FORWARD,35,HOUSTON ROCKETS,41,0,436,37,91,15,54,3,8,21,72,25,24,12,15,43,92
sextoco01,Collin Sexton,POINT GUARD,21,CLEVELAND CAVALIERS,65,2143,16.3,0.56,0.235,0.246,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,2.1,0.4,2.5,0.057,0.3,-2.1,-1.8,0.1,Falsesextoco01,Collin Sexton,POINT GUARD,21,CLEVELAND CAVALIERS,65,65,2143,513,1086,97,255,226,267,61,143,192,65,7,158,142,1349
shamela01,Landry Shamet,SHOOTING GUARD,22,LOS ANGELES CLIPPERS,53,1452,8.5,0.58,0.757,0.194,0.4,6.6,3.6,9.1,0.7,0.6,9.0,13.4,1.5,1.1,2.6,0.086,-1.8,-0.3,-2.1,0.0,Falseshamela01,Landry Shamet,SHOOTING GUARD,22,LOS ANGELES CLIPPERS,53,30,1452,158,391,111,296,65,76,6,94,99,20,10,42,142,492
shayoma01,Marial Shayok,SHOOTING GUARD,24,PHILADELPHIA 76ERS,4,28,1.4,0.4,0.5,0.333,3.9,23.7,13.8,4.8,0.0,3.0,17.9,25.8,-0.1,0.0,-0.1,-0.13,-9.3,-3.7,-13.0,-0.1,Falseshayoma01,Marial Shayok,SHOOTING GUARD,24,PHILADELPHIA 76ERS,4,0,28,3,12,2,6,3,4,1,6,1,0,1,3,4,11
shumpim01,Iman Shumpert,SMALL FORWARD,29,BROOKLYN NETS,13,241,5.3,0.403,0.516,0.109,3.9,10.5,7.3,6.7,2.4,0.7,13.0,13.4,-0.3,0.3,0.0,-0.005,-6.3,0.8,-5.5,-0.2,Falseshumpim01,Iman Shumpert,SMALL FORWARD,29,BROOKLYN NETS,13,0,241,21,64,8,33,4,7,9,25,12,12,2,10,21,54
siakapa01,Pascal Siakam,POWER FORWARD,25,TORONTO RAPTORS,60,2110,17.9,0.554,0.331,0.274,3.3,18.3,11.0,16.4,1.4,2.5,10.7,28.1,1.8,3.6,5.4,0.123,1.3,0.5,1.8,2.0,Falsesiakapa01,Pascal Siakam,POWER FORWARD,25,TORONTO RAPTORS,60,60,2110,500,1104,131,365,240,303,64,375,207,61,53,148,170,1371
silvach01,Chris Silva,POWER FORWARD,23,MIAMI HEAT,44,346,17.3,0.651,0.038,0.705,20.2,20.6,20.4,9.9,1.3,6.0,23.8,17.1,0.7,0.5,1.3,0.178,-3.1,0.8,-2.3,0.0,Falsesilvach01,Chris Silva,POWER FORWARD,23,MIAMI HEAT,44,0,346,48,78,0,3,37,55,60,66,23,9,21,32,85,133
simmobe01,Ben Simmons,POINT GUARD,23,PHILADELPHIA 76ERS,57,2017,20.4,0.602,0.011,0.461,6.2,18.2,12.2,33.8,2.9,1.4,20.4,20.9,3.8,3.1,6.9,0.165,1.3,2.3,3.6,2.8,Falsesimmobe01,Ben Simmons,POINT GUARD,23,PHILADELPHIA 76ERS,57,57,2017,375,647,2,7,185,298,113,331,455,119,33,200,186,937
simonan01,Anfernee Simons,SHOOTING GUARD,20,PORTLAND TRAIL BLAZERS,70,1449,9.0,0.502,0.422,0.172,1.8,9.1,5.5,9.2,0.9,0.6,9.6,18.7,0.0,0.1,0.2,0.005,-2.6,-1.9,-4.5,-0.9,Falsesimonan01,Anfernee Simons,SHOOTING GUARD,20,PORTLAND TRAIL BLAZERS,70,4,1449,214,536,75,226,76,92,25,127,97,26,10,61,135,579
smailal01,Alen Smailagić,CENTER,19,GOLDEN STATE WARRIORS,14,139,14.5,0.61,0.325,0.475,7.5,13.7,10.5,14.3,1.0,2.6,18.5,18.2,0.2,0.1,0.2,0.081,-1.4,-0.8,-2.2,0.0,Falsesmailal01,Alen Smailagić,CENTER,19,GOLDEN STATE WARRIORS,14,0,139,20,40,3,13,16,19,10,17,13,3,4,11,14,59
smartma01,Marcus Smart,SHOOTING GUARD,25,BOSTON CELTICS,60,1919,13.8,0.518,0.579,0.223,2.4,10.1,6.3,21.1,2.5,1.4,12.1,18.9,1.7,2.8,4.5,0.112,0.0,1.4,1.4,1.6,Falsesmartma01,Marcus Smart,SHOOTING GUARD,25,BOSTON CELTICS,60,40,1919,256,682,137,395,127,152,42,183,291,101,29,103,162,776
smithde03,Dennis Smith Jr.,POINT GUARD,22,NEW YORK KNICKS,34,537,7.4,0.399,0.256,0.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,-1.4,0.5,-0.9,-0.079,-5.2,-0.9,-6.1,-0.6,Falsesmithde03,Dennis Smith Jr.,POINT GUARD,22,NEW YORK KNICKS,34,3,537,72,211,16,54,27,53,21,57,98,28,8,58,65,187
smithis01,Ish Smith,POINT GUARD,31,WASHINGTON WIZARDS,68,1787,13.9,0.509,0.245,0.125,1.8,12.0,6.7,27.1,1.5,1.5,11.6,19.1,1.3,0.6,1.9,0.051,-0.3,-1.0,-1.3,0.3,Falsesmithis01,Ish Smith,POINT GUARD,31,WASHINGTON WIZARDS,68,23,1787,308,689,62,169,62,86,30,189,334,59,30,95,106,740
smithjr01,J.R. Smith,SHOOTING GUARD,34,LOS ANGELES LAKERS,6,79,0.0,0.372,0.5,0.091,0.0,6.9,3.5,4.8,0.6,0.0,14.9,14.3,-0.2,0.1,-0.1,-0.077,-7.8,-2.0,-9.8,-0.2,Falsesmithjr01,J.R. Smith,SHOOTING GUARD,34,LOS ANGELES LAKERS,6,0,79,7,22,1,11,2,2,0,5,3,1,0,4,5,17
smithzh01,Zhaire Smith,SMALL FORWARD,20,PHILADELPHIA 76ERS,7,32,1.1,0.313,0.273,0.364,0.0,6.9,3.5,8.2,4.5,0.0,13.6,19.9,-0.1,0.1,-0.1,-0.12,-10.8,0.8,-10.0,-0.1,Falsesmithzh01,Zhaire Smith,SMALL FORWARD,20,PHILADELPHIA 76ERS,7,0,32,3,11,0,3,2,4,0,2,2,3,0,2,4,8
snellto01,Tony Snell,SMALL FORWARD,28,DETROIT PISTONS,59,1641,9.7,0.598,0.665,0.084,0.6,7.1,3.8,10.9,1.0,0.8,7.3,11.4,2.1,0.5,2.6,0.076,-1.2,-0.6,-1.8,0.1,Falsesnellto01,Tony Snell,SMALL FORWARD,28,DETROIT PISTONS,59,57,1641,170,382,102,254,32,32,9,102,127,32,15,31,101,474
spellom01,Omari Spellman,CENTER,22,GOLDEN STATE WARRIORS,49,886,14.4,0.551,0.373,0.312,9.1,18.0,13.4,8.1,1.8,2.4,13.9,18.8,0.5,0.7,1.2,0.066,-0.8,-1.0,-1.7,0.1,Falsespellom01,Omari Spellman,CENTER,22,GOLDEN STATE WARRIORS,49,3,886,127,295,43,110,73,92,77,142,47,33,24,54,63,370
strusma01,Max Strus,SMALL FORWARD,23,CHICAGO BULLS,2,6,30.7,0.727,0.333,0.333,17.5,0.0,9.2,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.316,5.3,-1.0,4.4,0.0,Falsestrusma01,Max Strus,SMALL FORWARD,23,CHICAGO BULLS,2,0,6,2,3,0,1,1,1,1,0,0,0,0,0,1,5
sumneed01,Edmond Sumner,SHOOTING GUARD,24,INDIANA PACERS,31,447,10.1,0.491,0.373,0.204,2.7,8.5,5.6,16.7,1.6,1.8,12.4,17.3,-0.1,0.5,0.4,0.047,-3.2,0.2,-3.0,-0.1,Falsesumneed01,Edmond Sumner,SHOOTING GUARD,24,INDIANA PACERS,31,3,447,61,142,14,53,16,29,11,35,55,15,9,22,44,152
swanica01,Caleb Swanigan,CENTER,22,SACRAMENTO KINGS,7,23,-0.1,0.512,0.0,0.5,9.6,25.1,17.1,11.5,2.1,8.3,55.1,20.5,-0.1,0.0,-0.1,-0.177,-14.6,3.3,-11.3,-0.1,Falseswanica01,Caleb Swanigan,CENTER,22,SACRAMENTO KINGS,7,0,23,2,4,0,0,1,2,2,5,2,1,2,6,8,5
swanica01,Caleb Swanigan,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,20,265,8.2,0.605,0.047,0.349,10.0,26.5,18.3,14.1,0.4,1.6,38.5,12.9,-0.1,0.2,0.1,0.02,-5.5,-0.1,-5.6,-0.2,Falseswanica01,Caleb Swanigan,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,20,1,265,26,43,0,2,8,15,25,68,29,2,5,31,54,60
tatumja01,Jayson Tatum,POWER FORWARD,21,BOSTON CELTICS,66,2265,20.4,0.567,0.383,0.255,3.1,18.5,10.9,14.5,2.0,2.3,10.2,28.6,3.2,3.7,6.9,0.146,3.5,0.6,4.0,3.4,Falsetatumja01,Jayson Tatum,POWER FORWARD,21,BOSTON CELTICS,66,66,2265,552,1226,189,469,254,313,64,396,200,93,57,155,136,1547
teaguje01,Jeff Teague,POINT GUARD,31,MINNESOTA TIMBERWOLVES,34,945,15.9,0.578,0.269,0.444,1.6,8.5,4.9,32.5,1.2,1.1,16.4,20.2,1.7,0.4,2.1,0.108,0.6,-1.2,-0.6,0.3,Falseteaguje01,Jeff Teague,POINT GUARD,31,MINNESOTA TIMBERWOLVES,34,13,945,145,324,33,87,125,144,15,73,208,25,13,76,70,448
teaguje01,Jeff Teague,POINT GUARD,31,ATLANTA HAWKS,25,519,12.2,0.512,0.182,0.321,2.5,8.8,5.6,27.3,1.7,1.0,17.5,18.3,0.2,0.2,0.4,0.035,-1.6,-1.5,-3.1,-0.2,Falseteaguje01,Jeff Teague,POINT GUARD,31,ATLANTA HAWKS,25,4,519,68,165,10,30,47,53,12,42,100,19,6,40,36,193
templga01,Garrett Temple,SHOOTING GUARD,33,BROOKLYN NETS,62,1730,10.5,0.513,0.658,0.148,1.8,11.1,6.5,12.8,1.3,1.4,9.0,16.6,0.7,1.7,2.4,0.066,-1.4,0.3,-1.1,0.4,Falsetemplga01,Garrett Temple,SHOOTING GUARD,33,BROOKLYN NETS,62,35,1730,222,587,127,386,70,87,29,189,156,49,29,62,108,641
theisda01,Daniel Theis,CENTER,27,BOSTON CELTICS,65,1566,17.9,0.631,0.225,0.268,9.7,19.3,14.6,10.1,1.1,5.0,10.2,14.4,4.0,2.6,6.5,0.201,0.6,1.8,2.4,1.7,Falsetheisda01,Daniel Theis,CENTER,27,BOSTON CELTICS,65,64,1566,241,426,32,96,87,114,140,286,111,37,84,54,219,601
thomais02,Isaiah Thomas,POINT GUARD,30,WASHINGTON WIZARDS,40,925,11.6,0.531,0.444,0.178,1.2,7.0,4.0,23.4,0.7,0.6,14.4,24.1,0.1,-0.1,0.0,0.002,-0.5,-3.9,-4.3,-0.5,Falsethomais02,Isaiah Thomas,POINT GUARD,30,WASHINGTON WIZARDS,40,37,925,174,426,78,189,62,76,11,57,146,13,6,77,77,488
thomakh01,Khyri Thomas,SHOOTING GUARD,23,DETROIT PISTONS,8,61,3.1,0.453,0.824,0.235,1.8,0.0,0.9,6.7,2.4,0.0,13.8,15.6,-0.1,0.0,0.0,-0.038,-6.2,-1.7,-7.9,-0.1,Falsethomakh01,Khyri Thomas,SHOOTING GUARD,23,DETROIT PISTONS,8,0,61,5,17,5,14,2,4,1,0,3,3,0,3,9,17
thomala01,Lance Thomas,POWER FORWARD,31,BROOKLYN NETS,7,98,3.0,0.485,0.565,0.174,2.2,11.4,6.9,8.2,0.0,0.0,19.5,13.1,-0.1,0.1,0.0,-0.015,-5.7,-2.6,-8.3,-0.2,Falsethomala01,Lance Thomas,POWER FORWARD,31,BROOKLYN NETS,7,4,98,8,23,4,13,4,4,2,11,6,0,0,6,11,24
thomama02,Matt Thomas,SHOOTING GUARD,25,TORONTO RAPTORS,41,440,13.3,0.65,0.66,0.08,2.2,12.2,7.3,7.5,1.1,0.2,9.3,16.6,0.7,0.6,1.2,0.133,1.0,0.1,1.1,0.3,Falsethomama02,Matt Thomas,SHOOTING GUARD,25,TORONTO RAPTORS,41,1,440,73,150,47,99,9,12,9,52,22,10,1,16,38,202
thomptr01,Tristan Thompson,POWER FORWARD,28,CLEVELAND CAVALIERS,57,1721,16.8,0.54,0.041,0.286,14.5,22.9,18.6,10.5,0.9,2.5,14.0,18.3,2.0,1.1,3.1,0.085,-0.3,-1.3,-1.5,0.2,Falsethomptr01,Tristan Thompson,POWER FORWARD,28,CLEVELAND CAVALIERS,57,51,1721,288,562,9,23,99,161,226,351,120,33,50,103,124,684
thornsi01,Sindarius Thornwell,SMALL FORWARD,25,NEW ORLEANS PELICANS,2,35,14.7,0.627,0.364,0.364,0.0,12.2,6.1,16.1,1.3,2.4,13.6,17.3,0.0,0.0,0.1,0.101,-0.1,-1.2,-1.3,0.0,Falsethornsi01,Sindarius Thornwell,SMALL FORWARD,25,NEW ORLEANS PELICANS,2,0,35,6,11,2,4,2,4,0,4,4,1,1,2,2,16
thybuma01,Matisse Thybulle,SHOOTING GUARD,22,PHILADELPHIA 76ERS,65,1287,10.0,0.539,0.592,0.155,3.8,5.4,4.6,8.0,3.5,3.1,15.3,11.2,0.3,2.0,2.3,0.086,-2.8,3.1,0.3,0.8,Falsethybuma01,Matisse Thybulle,SHOOTING GUARD,22,PHILADELPHIA 76ERS,65,14,1287,112,265,56,157,25,41,44,63,79,94,47,51,141,305
tollian01,Anthony Tolliver,POWER FORWARD,34,PORTLAND TRAIL BLAZERS,33,554,7.5,0.515,0.761,0.162,5.2,15.5,10.4,6.6,0.7,1.4,14.3,11.2,0.2,0.2,0.4,0.031,-2.3,-0.9,-3.3,-0.2,Falsetollian01,Anthony Tolliver,POWER FORWARD,34,PORTLAND TRAIL BLAZERS,33,9,554,43,117,30,89,13,19,27,83,29,8,9,21,54,129
tollian01,Anthony Tolliver,POWER FORWARD,34,SACRAMENTO KINGS,9,82,0.2,0.252,0.882,0.118,2.7,12.7,7.6,4.5,2.4,1.2,18.3,11.6,-0.2,0.1,-0.2,-0.1,-7.8,-1.0,-8.8,-0.1,Falsetollian01,Anthony Tolliver,POWER FORWARD,34,SACRAMENTO KINGS,9,0,82,3,17,2,15,1,2,2,9,3,4,1,4,6,9
tollian01,Anthony Tolliver,POWER FORWARD,34,MEMPHIS GRIZZLIES,13,236,8.0,0.602,0.854,0.167,2.3,12.3,7.4,5.3,1.4,0.4,14.9,10.7,0.1,0.2,0.3,0.061,-1.7,0.6,-1.2,0.0,Falsetollian01,Anthony Tolliver,POWER FORWARD,34,MEMPHIS GRIZZLIES,13,4,236,19,48,17,41,7,8,5,28,10,7,1,9,14,62
