slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totalsslug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
cookty01,Tyler Cook,POWER FORWARD,22,CLEVELAND CAVALIERS,11,35,23.9,0.752,0.0,0.6,12.6,19.2,15.9,4.5,1.4,0.0,7.3,16.7,0.2,0.0,0.2,0.244,2.9,-0.6,2.3,0.0,Falsecookty01,Tyler Cook,POWER FORWARD,22,CLEVELAND CAVALIERS,11,0,35,7,10,0,0,5,6,4,6,1,1,0,1,4,19
cookty01,Tyler Cook,SMALL FORWARD,22,DENVER NUGGETS,2,19,11.3,0.694,0.0,1.0,11.8,11.8,11.8,0.0,5.2,0.0,41.0,11.2,0.0,0.0,0.0,0.069,-4.5,-0.9,-5.4,0.0,Falsecookty01,Tyler Cook,SMALL FORWARD,22,DENVER NUGGETS,2,0,19,1,2,0,0,2,2,2,2,0,2,0,2,1,4
covinro01,Robert Covington,POWER FORWARD,29,MINNESOTA TIMBERWOLVES,48,1411,13.5,0.572,0.629,0.19,2.6,19.5,10.7,5.9,2.6,2.6,12.0,17.8,0.5,1.8,2.3,0.078,-1.2,1.2,0.0,0.7,Falsecovinro01,Robert Covington,POWER FORWARD,29,MINNESOTA TIMBERWOLVES,48,47,1411,216,496,108,312,75,94,36,251,56,80,45,73,148,615
covinro01,Robert Covington,CENTER,29,HOUSTON ROCKETS,22,726,13.1,0.531,0.74,0.132,3.9,21.7,12.7,6.1,2.2,5.7,11.1,15.4,0.2,1.2,1.4,0.094,-1.2,1.3,0.1,0.4,Falsecovinro01,Robert Covington,CENTER,29,HOUSTON ROCKETS,22,21,726,89,227,53,168,24,30,27,149,32,35,48,30,72,255
crabbal01,Allen Crabbe,SHOOTING GUARD,27,ATLANTA HAWKS,28,522,7.2,0.482,0.65,0.084,2.0,11.5,6.7,7.3,1.3,0.6,7.5,12.7,-0.1,0.1,0.1,0.009,-3.1,-1.1,-4.1,-0.3,Falsecrabbal01,Allen Crabbe,SHOOTING GUARD,27,ATLANTA HAWKS,28,1,522,52,143,30,93,9,12,10,55,28,15,4,12,36,143
crabbal01,Allen Crabbe,SMALL FORWARD,27,MINNESOTA TIMBERWOLVES,9,131,1.1,0.416,0.765,0.059,0.8,9.2,4.8,5.1,0.0,0.0,12.5,12.5,-0.2,0.0,-0.2,-0.068,-6.7,-3.2,-9.9,-0.3,Falsecrabbal01,Allen Crabbe,SMALL FORWARD,27,MINNESOTA TIMBERWOLVES,9,0,131,11,34,6,26,1,2,1,11,5,0,0,5,11,29
craigto01,Torrey Craig,SMALL FORWARD,29,DENVER NUGGETS,58,1072,10.8,0.553,0.513,0.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,1.1,0.9,2.0,0.091,-2.0,-0.3,-2.3,-0.1,Falsecraigto01,Torrey Craig,SMALL FORWARD,29,DENVER NUGGETS,58,27,1072,124,269,45,138,22,36,63,126,47,23,36,25,135,315
crawfja01,Jamal Crawford,SHOOTING GUARD,39,BROOKLYN NETS,1,6,33.2,0.625,0.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,27.9,0.1,0.0,0.1,0.492,12.4,2.6,15.0,0.0,Falsecrawfja01,Jamal Crawford,SHOOTING GUARD,39,BROOKLYN NETS,1,0,6,2,4,1,2,0,0,0,0,3,0,0,0,1,5
crowdja01,Jae Crowder,SMALL FORWARD,29,MEMPHIS GRIZZLIES,45,1322,11.0,0.507,0.667,0.238,3.2,18.5,11.0,12.2,1.7,0.9,10.9,15.6,0.5,1.4,1.9,0.069,-1.4,0.2,-1.2,0.3,Falsecrowdja01,Jae Crowder,SMALL FORWARD,29,MEMPHIS GRIZZLIES,45,45,1322,147,399,78,266,75,95,40,237,125,47,14,54,85,447
crowdja01,Jae Crowder,POWER FORWARD,29,MIAMI HEAT,20,553,16.3,0.669,0.78,0.183,2.5,18.5,10.8,9.7,2.2,1.8,7.8,15.3,1.2,0.8,1.9,0.169,1.7,0.8,2.5,0.6,Falsecrowdja01,Jae Crowder,POWER FORWARD,29,MIAMI HEAT,20,8,553,79,164,57,128,22,30,12,95,36,25,10,15,58,237
culveja01,Jarrett Culver,SHOOTING GUARD,20,MINNESOTA TIMBERWOLVES,63,1506,9.6,0.467,0.388,0.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,-1.2,1.1,-0.1,-0.004,-3.3,-0.7,-4.0,-0.8,Falseculveja01,Jarrett Culver,SHOOTING GUARD,20,MINNESOTA TIMBERWOLVES,63,35,1506,230,569,66,221,54,117,70,142,110,57,38,81,125,580
curryse01,Seth Curry,SHOOTING GUARD,29,DALLAS MAVERICKS,64,1576,15.5,0.643,0.559,0.169,1.8,7.8,4.8,11.6,1.2,0.5,9.1,18.4,3.5,0.8,4.3,0.13,1.7,-0.9,0.8,1.2,Falsecurryse01,Seth Curry,SHOOTING GUARD,29,DALLAS MAVERICKS,64,25,1576,284,574,145,321,80,97,27,118,124,38,9,62,113,793
curryst01,Stephen Curry,POINT GUARD,31,GOLDEN STATE WARRIORS,5,139,21.7,0.557,0.598,0.317,3.0,17.8,10.1,42.3,1.7,1.3,14.6,33.6,0.2,0.1,0.3,0.103,4.5,-0.6,3.9,0.2,Falsecurryst01,Stephen Curry,POINT GUARD,31,GOLDEN STATE WARRIORS,5,5,139,33,82,12,49,26,26,4,22,33,5,2,16,11,104
danietr01,Troy Daniels,SHOOTING GUARD,28,LOS ANGELES LAKERS,41,456,9.0,0.527,0.709,0.101,2.9,8.1,5.5,4.1,0.8,0.6,5.2,16.1,0.2,0.4,0.7,0.069,-1.2,-1.1,-2.2,0.0,Falsedanietr01,Troy Daniels,SHOOTING GUARD,28,LOS ANGELES LAKERS,41,0,456,62,158,40,112,10,16,12,34,14,8,3,9,30,174
danietr01,Troy Daniels,SHOOTING GUARD,28,DENVER NUGGETS,6,76,5.3,0.464,0.714,0.0,0.0,8.8,4.4,5.4,2.0,0.0,9.7,17.7,-0.1,0.1,0.0,-0.025,-4.8,-2.4,-7.2,-0.1,Falsedanietr01,Troy Daniels,SHOOTING GUARD,28,DENVER NUGGETS,6,0,76,10,28,6,20,0,0,0,6,3,3,0,3,7,26
davisan02,Anthony Davis,POWER FORWARD,26,LOS ANGELES LAKERS,62,2131,27.4,0.61,0.199,0.479,7.4,22.1,14.8,15.1,2.0,6.0,10.4,29.3,6.7,4.4,11.1,0.25,5.4,2.6,8.0,5.4,Falsedavisan02,Anthony Davis,POWER FORWARD,26,LOS ANGELES LAKERS,62,62,2131,551,1096,72,218,444,525,142,435,200,91,143,154,156,1618
davised01,Ed Davis,CENTER,30,UTAH JAZZ,28,303,9.5,0.489,0.0,0.304,13.2,24.6,19.1,5.2,1.8,2.5,20.0,9.4,0.2,0.5,0.6,0.102,-4.6,1.5,-3.2,-0.1,Falsedavised01,Ed Davis,CENTER,30,UTAH JAZZ,28,1,303,22,46,0,0,7,14,35,70,12,11,9,13,61,51
daviste02,Terence Davis,SHOOTING GUARD,22,TORONTO RAPTORS,72,1209,13.8,0.588,0.555,0.135,4.5,16.0,10.3,14.2,1.5,1.1,14.1,19.0,1.2,1.9,3.1,0.122,0.1,0.7,0.8,0.8,Falsedaviste02,Terence Davis,SHOOTING GUARD,22,TORONTO RAPTORS,72,4,1209,199,436,94,242,51,59,50,187,115,39,14,76,124,543
dedmode01,Dewayne Dedmon,CENTER,30,SACRAMENTO KINGS,34,541,8.5,0.477,0.415,0.164,9.3,25.8,17.4,3.9,1.3,4.6,20.4,18.5,-0.8,0.7,-0.1,-0.007,-6.3,-0.1,-6.4,-0.6,Falsededmode01,Dewayne Dedmon,CENTER,30,SACRAMENTO KINGS,34,10,541,69,171,14,71,23,28,46,121,15,15,26,47,93,175
dedmode01,Dewayne Dedmon,CENTER,30,ATLANTA HAWKS,10,233,11.4,0.463,0.429,0.095,6.4,31.8,18.9,4.3,2.0,5.4,10.3,17.4,-0.2,0.3,0.2,0.032,-4.6,0.1,-4.5,-0.1,Falsededmode01,Dewayne Dedmon,CENTER,30,ATLANTA HAWKS,10,8,233,33,84,8,36,7,8,14,68,7,10,15,10,40,81
dellama01,Matthew Dellavedova,POINT GUARD,29,CLEVELAND CAVALIERS,57,821,8.1,0.463,0.52,0.211,2.4,7.8,5.1,29.0,1.2,0.2,23.6,13.0,0.1,0.1,0.2,0.011,-3.6,-1.6,-5.2,-0.7,Falsedellama01,Matthew Dellavedova,POINT GUARD,29,CLEVELAND CAVALIERS,57,4,821,62,175,21,91,32,37,18,57,180,20,2,59,78,177
derozde01,DeMar DeRozan,SMALL FORWARD,30,SAN ANTONIO SPURS,68,2316,21.6,0.603,0.033,0.43,2.0,15.4,8.7,26.1,1.4,0.8,11.6,26.3,5.9,1.3,7.3,0.151,2.3,-0.4,1.9,2.3,Falsederozde01,DeMar DeRozan,SMALL FORWARD,30,SAN ANTONIO SPURS,68,68,2316,557,1049,9,35,381,451,44,331,380,70,20,164,180,1504
diallch01,Cheick Diallo,CENTER,23,PHOENIX SUNS,47,479,16.5,0.688,0.021,0.275,6.9,23.7,15.2,6.9,1.1,2.2,16.7,17.0,0.8,0.5,1.3,0.132,-1.1,-0.2,-1.3,0.1,Falsediallch01,Cheick Diallo,CENTER,23,PHOENIX SUNS,47,2,479,92,142,1,3,34,39,30,101,22,11,12,32,55,219
diallha01,Hamidou Diallo,SMALL FORWARD,21,OKLAHOMA CITY THUNDER,46,896,9.3,0.491,0.193,0.213,5.6,14.7,10.3,5.9,2.0,0.9,13.6,18.4,-0.7,1.1,0.4,0.022,-4.2,0.3,-3.9,-0.4,Falsediallha01,Hamidou Diallo,SMALL FORWARD,21,OKLAHOMA CITY THUNDER,46,3,896,132,296,16,57,38,63,44,123,36,37,9,51,101,318
dienggo01,Gorgui Dieng,CENTER,30,MINNESOTA TIMBERWOLVES,46,778,17.8,0.563,0.433,0.213,9.5,25.8,17.4,11.1,2.2,4.5,12.7,18.4,0.9,1.1,2.1,0.129,0.3,1.5,1.8,0.7,Falsedienggo01,Gorgui Dieng,CENTER,30,MINNESOTA TIMBERWOLVES,46,17,778,124,277,46,120,47,59,73,183,58,37,42,44,89,341
dienggo01,Gorgui Dieng,CENTER,30,MEMPHIS GRIZZLIES,17,318,15.5,0.583,0.368,0.483,6.1,26.0,16.2,6.3,2.1,4.7,13.2,15.9,0.3,0.6,0.9,0.13,-1.5,2.5,1.0,0.2,Falsedienggo01,Gorgui Dieng,CENTER,30,MEMPHIS GRIZZLIES,17,0,318,42,87,8,32,31,42,18,80,15,14,17,16,35,123
dinwisp01,Spencer Dinwiddie,POINT GUARD,26,BROOKLYN NETS,64,1994,17.8,0.541,0.392,0.437,1.7,9.6,5.7,35.0,0.9,0.9,12.5,29.2,3.2,1.6,4.8,0.116,2.7,-0.8,1.8,1.9,Falsedinwisp01,Spencer Dinwiddie,POINT GUARD,26,BROOKLYN NETS,64,49,1994,424,1021,123,400,347,446,32,189,432,40,21,174,180,1318
divindo01,Donte DiVincenzo,SHOOTING GUARD,23,MILWAUKEE BUCKS,66,1520,14.1,0.557,0.484,0.169,4.6,15.5,10.3,13.6,2.6,1.2,14.1,17.3,1.0,3.2,4.3,0.135,-1.1,2.4,1.3,1.3,Falsedivindo01,Donte DiVincenzo,SHOOTING GUARD,23,MILWAUKEE BUCKS,66,24,1520,232,510,83,247,63,86,66,252,154,85,20,90,113,610
doncilu01,Luka Dončić,POINT GUARD,20,DALLAS MAVERICKS,61,2047,27.6,0.585,0.431,0.448,4.1,25.0,14.7,45.7,1.5,0.6,14.8,36.8,6.5,2.3,8.8,0.207,7.4,1.0,8.4,5.4,Falsedoncilu01,Luka Dončić,POINT GUARD,20,DALLAS MAVERICKS,61,61,2047,581,1255,171,541,426,562,78,495,538,62,14,260,153,1759
dortlu01,Luguentz Dort,SMALL FORWARD,20,OKLAHOMA CITY THUNDER,36,820,7.6,0.506,0.463,0.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,0.1,0.8,0.8,0.049,-4.1,0.4,-3.7,-0.4,Falsedortlu01,Luguentz Dort,SMALL FORWARD,20,OKLAHOMA CITY THUNDER,36,28,820,86,218,30,101,42,53,24,57,27,31,4,22,97,244
dotsoda01,Damyean Dotson,SHOOTING GUARD,25,NEW YORK KNICKS,48,836,10.9,0.527,0.562,0.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,0.6,0.4,0.9,0.053,-0.9,-0.5,-1.5,0.1,Falsedotsoda01,Damyean Dotson,SHOOTING GUARD,25,NEW YORK KNICKS,48,0,836,120,290,59,163,22,33,10,81,57,23,4,21,44,321
doumbse01,Sekou Doumbouya,POWER FORWARD,19,DETROIT PISTONS,38,754,6.2,0.474,0.415,0.195,3.0,14.9,8.9,3.6,1.3,0.9,12.0,16.9,-0.8,0.5,-0.3,-0.02,-5.3,-1.4,-6.7,-0.9,Falsedoumbse01,Sekou Doumbouya,POWER FORWARD,19,DETROIT PISTONS,38,19,754,92,236,28,98,31,46,20,98,19,20,8,35,80,243
doziepj01,PJ Dozier,SHOOTING GUARD,23,DENVER NUGGETS,29,412,11.6,0.495,0.312,0.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,0.0,0.4,0.4,0.044,-2.6,-1.3,-3.9,-0.2,Falsedoziepj01,PJ Dozier,SHOOTING GUARD,23,DENVER NUGGETS,29,0,412,65,157,17,49,21,29,10,45,63,14,6,27,45,168
dragigo01,Goran Dragić,POINT GUARD,33,MIAMI HEAT,59,1663,16.3,0.573,0.467,0.34,2.0,10.2,6.3,29.2,1.2,0.6,14.8,25.9,2.2,1.3,3.5,0.102,1.4,-1.6,-0.1,0.8,Falsedragigo01,Goran Dragić,POINT GUARD,33,MIAMI HEAT,59,3,1663,319,724,124,338,191,246,29,158,301,40,10,144,124,953
drumman01,Andre Drummond,CENTER,26,DETROIT PISTONS,49,1654,22.1,0.55,0.031,0.376,15.3,38.2,26.6,14.0,2.9,4.2,18.0,25.5,0.7,3.3,4.0,0.116,0.0,1.2,1.1,1.3,Falsedrumman01,Andre Drummond,CENTER,26,DETROIT PISTONS,49,48,1654,360,679,1,21,149,255,226,549,138,97,82,174,176,870
drumman01,Andre Drummond,CENTER,26,CLEVELAND CAVALIERS,8,225,21.1,0.573,0.133,0.371,11.7,32.4,22.0,10.8,2.6,4.2,19.2,28.7,-0.1,0.3,0.3,0.053,-0.9,0.4,-0.4,0.1,Falsedrumman01,Andre Drummond,CENTER,26,CLEVELAND CAVALIERS,8,8,225,58,105,4,14,20,39,24,65,14,12,11,29,25,140
dudleja01,Jared Dudley,POWER FORWARD,34,LOS ANGELES LAKERS,45,364,7.8,0.558,0.7,0.033,1.8,13.7,7.8,9.5,2.0,0.7,11.6,8.0,0.3,0.5,0.8,0.102,-2.8,2.0,-0.8,0.1,Falsedudleja01,Jared Dudley,POWER FORWARD,34,LOS ANGELES LAKERS,45,1,364,24,60,18,42,2,2,6,46,28,15,3,8,41,68
dunnkr01,Kris Dunn,POINT GUARD,25,CHICAGO BULLS,51,1269,12.1,0.51,0.327,0.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,0.3,2.0,2.3,0.085,-3.7,3.1,-0.6,0.4,Falsedunnkr01,Kris Dunn,POINT GUARD,25,CHICAGO BULLS,51,32,1269,152,342,29,112,40,54,23,163,173,101,17,68,158,373
edwarca01,Carsen Edwards,SHOOTING GUARD,21,BOSTON CELTICS,37,351,6.9,0.444,0.594,0.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,-0.3,0.4,0.1,0.014,-4.4,-0.2,-4.6,-0.2,Falseedwarca01,Carsen Edwards,SHOOTING GUARD,21,BOSTON CELTICS,37,0,351,42,128,24,76,13,19,6,41,24,12,4,15,34,121
ellenhe01,Henry Ellenson,CENTER,23,BROOKLYN NETS,5,15,-1.3,0.143,0.571,0.0,14.1,27.0,20.7,8.7,0.0,0.0,0.0,19.5,-0.1,0.0,-0.1,-0.183,-7.8,-3.1,-10.9,0.0,Falseellenhe01,Henry Ellenson,CENTER,23,BROOKLYN NETS,5,0,15,1,7,0,4,0,0,2,4,1,0,0,0,1,2
ellinwa01,Wayne Ellington,SHOOTING GUARD,32,NEW YORK KNICKS,36,558,8.5,0.509,0.822,0.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,0.2,0.2,0.4,0.035,-1.9,-0.9,-2.9,-0.1,Falseellinwa01,Wayne Ellington,SHOOTING GUARD,32,NEW YORK KNICKS,36,1,558,61,174,50,143,11,13,4,61,44,13,4,18,41,183
embiijo01,Joel Embiid,CENTER,25,PHILADELPHIA 76ERS,51,1506,25.8,0.59,0.215,0.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,3.3,2.7,6.0,0.192,3.7,1.0,4.7,2.5,Falseembiijo01,Joel Embiid,CENTER,25,PHILADELPHIA 76ERS,51,51,1506,382,801,57,172,351,435,141,452,152,45,65,159,174,1172
ennisja01,James Ennis,SMALL FORWARD,29,PHILADELPHIA 76ERS,49,776,12.3,0.564,0.469,0.27,6.8,14.5,10.7,7.3,1.4,1.5,10.9,15.7,0.9,0.9,1.7,0.106,-1.5,0.0,-1.5,0.1,Falseennisja01,James Ennis,SMALL FORWARD,29,PHILADELPHIA 76ERS,49,0,776,100,226,37,106,48,61,48,102,41,23,14,31,85,285
ennisja01,James Ennis,SHOOTING GUARD,29,ORLANDO MAGIC,20,489,10.3,0.566,0.474,0.278,4.9,16.4,10.5,6.5,1.2,1.5,15.3,15.6,0.2,0.5,0.7,0.064,-3.3,-1.1,-4.4,-0.3,Falseennisja01,James Ennis,SHOOTING GUARD,29,ORLANDO MAGIC,20,18,489,60,133,18,63,31,37,23,72,22,12,8,27,52,169
eubandr01,Drew Eubanks,CENTER,22,SAN ANTONIO SPURS,22,272,17.3,0.682,0.015,0.388,11.1,22.6,16.8,7.7,0.9,5.5,21.1,15.8,0.5,0.3,0.8,0.134,-1.4,-0.3,-1.7,0.0,Falseeubandr01,Drew Eubanks,CENTER,22,SAN ANTONIO SPURS,22,3,272,43,67,1,1,20,26,28,57,15,5,17,21,37,107
evansja02,Jacob Evans,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,27,414,5.6,0.439,0.286,0.218,2.3,8.7,5.4,10.9,1.3,2.6,14.6,17.6,-0.6,0.2,-0.5,-0.054,-5.7,-1.2,-7.0,-0.5,Falseevansja02,Jacob Evans,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,27,1,414,45,133,13,38,25,29,9,32,31,11,12,25,41,128
evansja02,Jacob Evans,SHOOTING GUARD,22,MINNESOTA TIMBERWOLVES,2,4,-9.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,-0.263,-10.5,-5.5,-16.1,0.0,Falseevansja02,Jacob Evans,SHOOTING GUARD,22,MINNESOTA TIMBERWOLVES,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
exumda01,Dante Exum,SHOOTING GUARD,24,UTAH JAZZ,11,83,4.8,0.503,0.261,0.087,4.1,11.5,8.0,11.9,0.6,2.0,29.5,17.8,-0.2,0.1,-0.1,-0.056,-5.2,-0.5,-5.7,-0.1,Falseexumda01,Dante Exum,SHOOTING GUARD,24,UTAH JAZZ,11,0,83,10,23,2,6,2,2,3,9,7,1,2,10,8,24
exumda01,Dante Exum,SHOOTING GUARD,24,CLEVELAND CAVALIERS,24,402,11.5,0.592,0.385,0.427,2.5,12.8,7.6,11.4,1.5,1.3,15.6,14.4,0.4,0.2,0.5,0.063,-2.0,-0.4,-2.4,0.0,Falseexumda01,Dante Exum,SHOOTING GUARD,24,CLEVELAND CAVALIERS,24,1,402,46,96,13,37,30,41,9,46,33,12,6,21,30,135
fallta01,Tacko Fall,CENTER,24,BOSTON CELTICS,7,33,28.4,0.751,0.0,0.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,0.1,0.1,0.2,0.223,0.4,6.0,6.5,0.1,Falsefallta01,Tacko Fall,CENTER,24,BOSTON CELTICS,7,0,33,11,14,0,0,1,3,1,14,1,1,4,3,7,23
favorde01,Derrick Favors,CENTER,28,NEW ORLEANS PELICANS,51,1243,18.5,0.62,0.021,0.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14.0,2.6,1.6,4.2,0.162,0.7,0.3,1.0,0.9,Falsefavorde01,Derrick Favors,CENTER,28,NEW ORLEANS PELICANS,51,49,1243,209,339,1,7,40,71,163,338,81,30,46,55,107,459
feliccr01,Cristiano Felício,CENTER,27,CHICAGO BULLS,22,386,12.8,0.671,0.037,0.426,15.0,14.1,14.6,5.7,1.2,0.5,21.9,9.1,0.7,0.3,1.0,0.126,-1.4,-1.6,-3.0,-0.1,Falsefeliccr01,Cristiano Felício,CENTER,27,CHICAGO BULLS,22,0,386,34,54,0,2,18,23,55,47,16,10,2,18,34,86
fergute01,Terrance Ferguson,SMALL FORWARD,21,OKLAHOMA CITY THUNDER,56,1257,3.7,0.481,0.764,0.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,-0.3,0.9,0.6,0.021,-4.8,0.3,-4.5,-0.8,Falsefergute01,Terrance Ferguson,SMALL FORWARD,21,OKLAHOMA CITY THUNDER,56,38,1257,78,220,49,168,15,20,23,51,51,27,17,31,155,220
fernabr01,Bruno Fernando,CENTER,21,ATLANTA HAWKS,56,713,11.9,0.542,0.186,0.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,0.4,0.4,0.8,0.055,-3.2,-0.9,-4.1,-0.4,Falsefernabr01,Bruno Fernando,CENTER,21,ATLANTA HAWKS,56,13,713,103,199,5,37,29,51,67,131,49,18,17,42,107,240
ferreyo01,Yogi Ferrell,POINT GUARD,26,SACRAMENTO KINGS,50,530,12.2,0.528,0.42,0.223,1.2,9.4,5.2,18.8,1.6,0.7,11.9,19.2,0.3,0.3,0.7,0.06,-1.5,-0.3,-1.8,0.0,Falseferreyo01,Yogi Ferrell,POINT GUARD,26,SACRAMENTO KINGS,50,0,530,79,188,24,79,36,42,6,43,69,18,4,28,38,218
finnedo01,Dorian Finney-Smith,POWER FORWARD,26,DALLAS MAVERICKS,71,2120,12.3,0.595,0.58,0.207,7.3,12.7,10.0,7.2,1.0,1.6,10.8,12.9,3.3,1.5,4.9,0.11,0.1,-0.3,-0.2,0.9,Falsefinnedo01,Dorian Finney-Smith,POWER FORWARD,26,DALLAS MAVERICKS,71,68,2120,243,522,114,303,78,108,145,260,114,45,39,69,178,678
forbebr01,Bryn Forbes,SHOOTING GUARD,26,SAN ANTONIO SPURS,63,1579,11.1,0.57,0.656,0.155,0.8,7.8,4.3,9.5,1.0,0.0,8.4,18.5,1.3,0.3,1.5,0.047,-0.6,-2.1,-2.7,-0.3,Falseforbebr01,Bryn Forbes,SHOOTING GUARD,26,SAN ANTONIO SPURS,63,62,1579,242,581,148,381,75,90,12,114,108,33,0,57,113,707
fournev01,Evan Fournier,SMALL FORWARD,27,ORLANDO MAGIC,66,2076,16.4,0.595,0.467,0.237,0.9,8.2,4.4,16.6,1.7,0.7,10.9,23.9,2.9,1.7,4.6,0.106,1.4,-0.4,1.0,1.6,Falsefournev01,Evan Fournier,SMALL FORWARD,27,ORLANDO MAGIC,66,66,2076,434,929,173,434,180,220,18,153,209,71,15,125,161,1221
foxde01,De'Aaron Fox,POINT GUARD,22,SACRAMENTO KINGS,51,1634,20.6,0.558,0.227,0.42,2.4,11.4,6.8,35.3,2.2,1.5,14.1,29.8,2.6,1.4,4.0,0.118,2.3,-0.5,1.8,1.6,Falsefoxde01,De'Aaron Fox,POINT GUARD,22,SACRAMENTO KINGS,51,49,1634,391,815,54,185,241,342,35,161,348,74,25,158,145,1077
frazime01,Melvin Frazier,SHOOTING GUARD,23,ORLANDO MAGIC,19,126,9.8,0.559,0.471,0.118,1.7,7.1,4.3,3.4,3.5,1.4,12.3,14.0,0.0,0.2,0.2,0.057,-3.5,1.2,-2.3,0.0,Falsefrazime01,Melvin Frazier,SHOOTING GUARD,23,ORLANDO MAGIC,19,0,126,15,34,8,16,2,4,2,8,3,9,2,5,11,40
frazimi01,Michael Frazier,SHOOTING GUARD,25,HOUSTON ROCKETS,13,145,-0.9,0.384,0.793,0.483,0.7,6.6,3.6,1.7,0.6,0.0,12.5,11.5,-0.2,0.1,-0.2,-0.06,-8.9,-2.1,-11.0,-0.3,Falsefrazimi01,Michael Frazier,SHOOTING GUARD,25,HOUSTON ROCKETS,13,0,145,7,29,4,23,9,14,1,9,2,2,0,5,22,27
fraziti01,Tim Frazier,POINT GUARD,29,DETROIT PISTONS,27,355,9.8,0.464,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,0.016,-3.0,-1.6,-4.6,-0.2,Falsefraziti01,Tim Frazier,POINT GUARD,29,DETROIT PISTONS,27,11,355,34,94,10,30,19,24,9,24,93,14,4,36,42,97
fultzma01,Markelle Fultz,POINT GUARD,21,ORLANDO MAGIC,72,1996,14.3,0.517,0.175,0.206,2.1,11.0,6.4,29.0,2.2,0.5,14.9,21.4,0.6,2.0,2.7,0.065,-1.8,0.0,-1.8,0.1,Falsefultzma01,Markelle Fultz,POINT GUARD,21,ORLANDO MAGIC,72,60,1996,359,772,36,135,116,159,41,197,369,90,11,147,142,870
gabriwe01,Wenyen Gabriel,POWER FORWARD,22,SACRAMENTO KINGS,11,61,7.4,0.444,0.471,0.588,7.2,11.3,9.2,6.6,2.4,3.1,18.9,18.8,-0.1,0.1,0.0,-0.029,-4.4,0.5,-4.0,0.0,Falsegabriwe01,Wenyen Gabriel,POWER FORWARD,22,SACRAMENTO KINGS,11,0,61,6,17,1,8,6,10,4,6,3,3,2,5,7,19
gabriwe01,Wenyen Gabriel,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,19,174,10.3,0.606,0.387,0.387,10.3,14.9,12.6,3.6,2.2,2.5,23.3,11.5,0.1,0.1,0.3,0.075,-3.5,-0.3,-3.8,-0.1,Falsegabriwe01,Wenyen Gabriel,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,19,1,174,15,31,5,12,9,12,17,25,5,8,5,11,32,44
gaffoda01,Daniel Gafford,CENTER,21,CHICAGO BULLS,43,609,16.2,0.686,0.0,0.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,1.1,0.8,1.9,0.146,-2.8,1.5,-1.3,0.1,Falsegaffoda01,Daniel Gafford,CENTER,21,CHICAGO BULLS,43,7,609,94,134,0,0,32,60,52,54,21,13,56,29,98,220
gallida01,Danilo Gallinari,POWER FORWARD,31,OKLAHOMA CITY THUNDER,62,1834,19.5,0.612,0.537,0.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,4.5,1.9,6.3,0.166,4.1,-0.9,3.3,2.4,Falsegallida01,Danilo Gallinari,POWER FORWARD,31,OKLAHOMA CITY THUNDER,62,62,1834,358,817,178,439,266,298,34,288,119,42,5,76,75,1160
