slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_playerslug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
collida01,Darren Collison,POINT GUARD,31,INDIANA PACERS,76,2143,16.7,0.574,0.294,0.288,1.9,9.9,6.0,29.9,2.5,0.4,14.4,17.7,3.9,2.9,6.8,0.153,1.2,0.0,1.2,1.8collida01,Darren Collison,POINT GUARD,31,INDIANA PACERS,76,76,2143,308,659,79,194,158,190,36,196,459,110,9,125,138
colsobo01,Bonzie Colson,SMALL FORWARD,23,MILWAUKEE BUCKS,8,98,12.9,0.454,0.538,0.231,8.8,21.5,15.5,4.0,2.4,0.9,6.5,19.6,0.0,0.2,0.2,0.085,-3.3,-1.0,-4.3,-0.1colsobo01,Bonzie Colson,SMALL FORWARD,23,MILWAUKEE BUCKS,8,2,98,13,39,5,21,8,9,8,22,3,5,1,3,3
conlemi01,Mike Conley,POINT GUARD,31,MEMPHIS GRIZZLIES,70,2342,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2.0,0.9,9.1,27.3,5.7,2.3,8.0,0.164,4.8,-1.3,3.4,3.2conlemi01,Mike Conley,POINT GUARD,31,MEMPHIS GRIZZLIES,70,70,2342,490,1120,155,426,343,406,40,199,449,94,22,130,123
connapa01,Pat Connaughton,SHOOTING GUARD,26,MILWAUKEE BUCKS,61,1261,13.6,0.573,0.571,0.114,5.2,15.0,10.4,12.6,1.2,1.7,8.2,13.3,2.0,1.9,3.9,0.149,0.4,1.2,1.6,1.2connapa01,Pat Connaughton,SHOOTING GUARD,26,MILWAUKEE BUCKS,61,2,1261,163,350,66,200,29,40,61,197,122,33,25,33,81
cookqu01,Quinn Cook,POINT GUARD,25,GOLDEN STATE WARRIORS,74,1059,13.1,0.565,0.456,0.059,2.3,13.0,7.9,15.2,0.9,0.2,10.0,20.2,1.0,0.8,1.8,0.082,-0.2,-2.7,-2.9,-0.2cookqu01,Quinn Cook,POINT GUARD,25,GOLDEN STATE WARRIORS,74,10,1059,204,439,81,200,20,26,22,135,116,20,3,50,92
couside01,DeMarcus Cousins,CENTER,28,GOLDEN STATE WARRIORS,30,771,21.4,0.562,0.256,0.388,6.2,27.0,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.2,3.4,3.6,1.1couside01,DeMarcus Cousins,CENTER,28,GOLDEN STATE WARRIORS,30,30,771,178,371,26,95,106,144,43,204,107,40,44,72,109
covinro01,Robert Covington,SMALL FORWARD,28,PHILADELPHIA 76ERS,13,440,11.0,0.578,0.658,0.197,1.7,14.0,8.1,4.3,2.6,4.1,14.8,14.2,0.0,0.7,0.7,0.077,-1.2,2.5,1.2,0.4covinro01,Robert Covington,SMALL FORWARD,28,PHILADELPHIA 76ERS,13,13,440,50,117,30,77,17,23,7,60,14,24,23,22,45
covinro01,Robert Covington,SMALL FORWARD,28,MINNESOTA TIMBERWOLVES,22,763,14.7,0.58,0.604,0.269,2.9,14.9,8.8,5.8,3.1,2.7,8.4,16.5,0.9,0.9,1.8,0.114,1.4,1.6,3.0,1.0covinro01,Robert Covington,SMALL FORWARD,28,MINNESOTA TIMBERWOLVES,22,22,763,106,245,55,148,51,66,21,105,32,50,24,25,81
crabbal01,Allen Crabbe,SHOOTING GUARD,26,BROOKLYN NETS,43,1133,7.7,0.519,0.694,0.15,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.4,-0.2,1.0,0.8,0.035,-1.9,-0.5,-2.5,-0.1crabbal01,Allen Crabbe,SHOOTING GUARD,26,BROOKLYN NETS,43,20,1133,137,373,98,259,41,56,16,132,46,23,13,46,102
craigto01,Torrey Craig,SMALL FORWARD,28,DENVER NUGGETS,75,1503,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3.0,0.096,-1.0,0.9,-0.1,0.7craigto01,Torrey Craig,SMALL FORWARD,28,DENVER NUGGETS,75,37,1503,160,362,61,188,49,70,89,174,72,37,46,44,175
crawfja01,Jamal Crawford,SHOOTING GUARD,38,PHOENIX SUNS,64,1211,11.7,0.522,0.461,0.251,0.7,7.2,3.9,27.7,1.3,0.8,16.9,20.8,0.1,0.0,0.2,0.006,-2.0,-4.1,-6.0,-1.2crawfja01,Jamal Crawford,SHOOTING GUARD,38,PHOENIX SUNS,64,0,1211,174,438,67,202,93,110,8,77,229,33,12,99,75
creekmi01,Mitch Creek,SMALL FORWARD,26,BROOKLYN NETS,4,36,21.5,0.573,0.1,0.7,14.6,14.5,14.6,20.2,1.3,0.0,0.0,15.3,0.2,0.0,0.2,0.258,3.2,0.0,3.2,0.0creekmi01,Mitch Creek,SMALL FORWARD,26,BROOKLYN NETS,4,0,36,5,10,0,1,5,7,5,5,5,1,0,0,3
creekmi01,Mitch Creek,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,1,12,16.3,0.5,0.167,0.0,8.8,9.0,8.9,13.6,4.0,0.0,14.3,24.5,0.0,0.0,0.0,0.011,-1.9,-0.9,-2.9,0.0creekmi01,Mitch Creek,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,1,0,12,3,6,0,1,0,0,1,1,1,1,0,1,0
crowdja01,Jae Crowder,SMALL FORWARD,28,UTAH JAZZ,80,2166,12.1,0.538,0.655,0.247,3.1,15.9,9.6,8.9,1.4,1.1,8.8,19.1,1.3,3.1,4.4,0.097,0.0,0.4,0.4,1.3crowdja01,Jae Crowder,SMALL FORWARD,28,UTAH JAZZ,80,11,2166,318,797,173,522,142,197,60,324,133,64,31,85,170
cunnida01,Dante Cunningham,POWER FORWARD,31,SAN ANTONIO SPURS,64,928,10.2,0.585,0.411,0.114,5.7,16.3,11.0,6.8,1.4,1.2,11.7,8.9,1.0,0.9,1.9,0.097,-1.0,0.8,-0.1,0.4cunnida01,Dante Cunningham,POWER FORWARD,31,SAN ANTONIO SPURS,64,21,928,75,158,30,65,14,18,48,140,50,27,13,22,71
curryse01,Seth Curry,SHOOTING GUARD,28,PORTLAND TRAIL BLAZERS,74,1399,11.4,0.595,0.54,0.112,2.1,6.9,4.6,6.5,1.2,0.7,11.1,16.6,1.5,0.9,2.4,0.082,0.5,-1.8,-1.3,0.2curryse01,Seth Curry,SHOOTING GUARD,28,PORTLAND TRAIL BLAZERS,74,2,1399,212,465,113,251,44,52,27,93,66,36,12,61,97
curryst01,Stephen Curry,POINT GUARD,30,GOLDEN STATE WARRIORS,69,2331,24.4,0.641,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,7.2,2.5,9.7,0.199,7.7,-1.4,6.3,4.9curryst01,Stephen Curry,POINT GUARD,30,GOLDEN STATE WARRIORS,69,69,2331,632,1340,354,810,263,287,45,324,361,92,25,192,166
danietr01,Troy Daniels,SHOOTING GUARD,27,PHOENIX SUNS,51,760,9.8,0.558,0.705,0.084,1.9,8.9,5.3,5.0,1.6,0.5,8.7,17.6,0.2,0.1,0.3,0.02,-1.0,-3.4,-4.4,-0.5danietr01,Troy Daniels,SHOOTING GUARD,27,PHOENIX SUNS,51,1,760,113,275,74,194,18,23,13,60,26,26,5,27,79
davisan02,Anthony Davis,CENTER,25,NEW ORLEANS PELICANS,56,1850,30.3,0.597,0.141,0.422,9.9,27.5,18.8,19.0,2.2,6.0,8.4,29.5,6.4,3.1,9.5,0.247,4.7,3.9,8.5,4.9davisan02,Anthony Davis,CENTER,25,NEW ORLEANS PELICANS,56,56,1850,530,1026,48,145,344,433,174,498,218,88,135,112,132
davisde01,Deyonta Davis,CENTER,22,ATLANTA HAWKS,9,118,15.6,0.682,0.045,0.455,8.7,23.7,16.0,5.8,1.2,3.7,10.2,10.1,0.3,0.1,0.4,0.145,-1.7,1.0,-0.7,0.0davisde01,Deyonta Davis,CENTER,22,ATLANTA HAWKS,9,0,118,15,22,0,1,6,10,10,26,5,3,5,3,12
davised01,Ed Davis,CENTER,29,BROOKLYN NETS,81,1446,17.3,0.632,0.007,0.536,15.8,34.6,25.2,6.0,1.2,1.8,14.6,12.7,3.3,2.5,5.7,0.191,-1.4,1.7,0.4,0.9davised01,Ed Davis,CENTER,29,BROOKLYN NETS,81,1,1446,186,302,0,2,100,162,216,478,61,35,33,64,226
davisty01,Tyler Davis,CENTER,21,OKLAHOMA CITY THUNDER,1,1,0.0,0.0,0.0,0.0,100.0,0.0,51.6,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,-0.471,-15.0,-20.5,-35.5,0.0davisty01,Tyler Davis,CENTER,21,OKLAHOMA CITY THUNDER,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
dedmode01,Dewayne Dedmon,CENTER,29,ATLANTA HAWKS,64,1609,16.0,0.602,0.413,0.215,6.7,25.0,15.7,8.1,2.0,3.8,12.7,16.7,2.1,1.9,4.0,0.119,-0.4,1.7,1.3,1.3dedmode01,Dewayne Dedmon,CENTER,29,ATLANTA HAWKS,64,52,1609,259,526,83,217,92,113,105,375,90,69,71,84,214
dekkesa01,Sam Dekker,POWER FORWARD,24,CLEVELAND CAVALIERS,9,169,14.0,0.544,0.271,0.208,5.7,16.5,10.8,7.9,3.2,0.0,8.7,14.9,0.2,0.1,0.3,0.08,-1.0,-0.4,-1.4,0.0dekkesa01,Sam Dekker,POWER FORWARD,24,CLEVELAND CAVALIERS,9,5,169,22,48,5,13,8,10,9,24,9,11,0,5,13
dekkesa01,Sam Dekker,POWER FORWARD,24,WASHINGTON WIZARDS,38,619,13.2,0.514,0.236,0.173,7.6,12.6,10.1,8.4,2.1,1.0,7.8,16.6,0.4,0.4,0.8,0.059,-1.6,-0.9,-2.5,-0.1dekkesa01,Sam Dekker,POWER FORWARD,24,WASHINGTON WIZARDS,38,0,619,98,208,14,49,20,36,44,71,37,27,7,19,34
delgaan01,Ángel Delgado,CENTER,24,LOS ANGELES CLIPPERS,2,15,4.3,0.255,0.0,0.4,14.6,13.7,14.1,0.0,3.1,0.0,0.0,16.5,0.0,0.0,0.0,-0.055,-8.7,-4.0,-12.7,0.0delgaan01,Ángel Delgado,CENTER,24,LOS ANGELES CLIPPERS,2,0,15,1,5,0,0,1,2,2,2,0,1,0,0,2
dellama01,Matthew Dellavedova,POINT GUARD,28,MILWAUKEE BUCKS,12,97,7.5,0.482,0.579,0.211,0.0,9.9,5.2,35.7,1.0,0.0,34.6,13.7,0.0,0.1,0.1,0.043,-5.5,-3.1,-8.6,-0.2dellama01,Matthew Dellavedova,POINT GUARD,28,MILWAUKEE BUCKS,12,0,97,6,19,4,11,4,4,0,10,29,2,0,11,9
dellama01,Matthew Dellavedova,POINT GUARD,28,CLEVELAND CAVALIERS,36,715,11.5,0.537,0.534,0.215,0.9,9.9,5.2,31.3,0.8,0.2,18.9,18.4,0.5,-0.1,0.4,0.026,-0.8,-4.3,-5.1,-0.6dellama01,Matthew Dellavedova,POINT GUARD,28,CLEVELAND CAVALIERS,36,0,715,92,223,40,119,38,48,6,61,152,12,2,57,66
denglu01,Luol Deng,SMALL FORWARD,33,MINNESOTA TIMBERWOLVES,22,392,14.6,0.588,0.373,0.297,5.4,14.6,10.0,6.5,1.8,1.7,9.5,15.8,0.5,0.3,0.8,0.101,-0.2,-0.5,-0.6,0.1denglu01,Luol Deng,SMALL FORWARD,33,MINNESOTA TIMBERWOLVES,22,2,392,59,118,14,44,25,35,20,53,18,15,8,14,24
derozde01,DeMar DeRozan,SHOOTING GUARD,29,SAN ANTONIO SPURS,77,2688,19.6,0.542,0.034,0.336,2.2,16.4,9.4,27.6,1.6,1.1,11.7,27.9,3.6,2.6,6.3,0.112,0.4,0.5,0.9,2.0derozde01,DeMar DeRozan,SHOOTING GUARD,29,SAN ANTONIO SPURS,77,77,2688,631,1313,7,45,366,441,54,408,475,86,36,199,177
derrima01,Marcus Derrickson,POWER FORWARD,22,GOLDEN STATE WARRIORS,11,67,19.4,0.653,0.606,0.152,13.3,7.6,10.4,2.2,0.0,1.3,7.9,24.4,0.2,0.0,0.2,0.155,3.9,-6.6,-2.8,0.0derrima01,Marcus Derrickson,POWER FORWARD,22,GOLDEN STATE WARRIORS,11,0,67,16,33,10,20,4,5,8,5,1,0,1,3,9
diallch01,Cheick Diallo,POWER FORWARD,22,NEW ORLEANS PELICANS,64,896,17.5,0.644,0.015,0.247,8.8,29.3,19.2,5.1,1.5,3.0,14.0,16.0,1.4,1.2,2.6,0.14,-2.1,0.5,-1.6,0.1diallch01,Cheick Diallo,POWER FORWARD,22,NEW ORLEANS PELICANS,64,1,896,168,271,1,4,50,67,75,257,33,29,33,49,113
diallha01,Hamidou Diallo,SHOOTING GUARD,20,OKLAHOMA CITY THUNDER,51,526,10.1,0.497,0.145,0.358,7.2,12.0,9.5,4.4,1.9,1.6,10.7,16.6,0.1,0.7,0.8,0.069,-4.3,-0.3,-4.7,-0.4diallha01,Hamidou Diallo,SHOOTING GUARD,20,OKLAHOMA CITY THUNDER,51,3,526,75,165,4,24,36,59,38,59,17,21,10,23,77
dienggo01,Gorgui Dieng,CENTER,29,MINNESOTA TIMBERWOLVES,76,1031,18.1,0.572,0.149,0.281,8.3,24.1,16.1,10.3,2.2,3.4,11.9,19.6,1.5,1.3,2.8,0.132,-0.9,1.4,0.5,0.7dienggo01,Gorgui Dieng,CENTER,29,MINNESOTA TIMBERWOLVES,76,2,1031,189,377,19,56,88,106,81,230,72,48,41,57,134
dinwisp01,Spencer Dinwiddie,POINT GUARD,25,BROOKLYN NETS,68,1914,16.3,0.58,0.447,0.43,1.4,7.6,4.6,25.6,1.0,0.7,13.4,24.9,3.5,1.4,4.8,0.121,1.9,-2.1,-0.2,0.8dinwisp01,Spencer Dinwiddie,POINT GUARD,25,BROOKLYN NETS,68,4,1914,366,828,124,370,287,356,26,140,311,40,17,152,187
divindo01,Donte DiVincenzo,SHOOTING GUARD,22,MILWAUKEE BUCKS,27,411,9.1,0.507,0.669,0.097,4.2,11.4,8.0,9.7,1.5,1.2,12.8,15.1,0.0,0.6,0.6,0.069,-1.9,0.1,-1.8,0.0divindo01,Donte DiVincenzo,SHOOTING GUARD,22,MILWAUKEE BUCKS,27,0,411,50,124,22,83,9,12,16,49,31,13,6,19,38
doncilu01,Luka Dončić,SHOOTING GUARD,19,DALLAS MAVERICKS,72,2318,19.6,0.545,0.433,0.409,4.0,21.9,13.0,31.6,1.6,0.9,15.0,30.5,2.1,2.8,4.9,0.101,2.9,1.2,4.1,3.6doncilu01,Luka Dončić,SHOOTING GUARD,19,DALLAS MAVERICKS,72,72,2318,506,1186,168,514,346,485,86,477,429,77,25,247,137
dorsety01,Tyler Dorsey,SHOOTING GUARD,22,ATLANTA HAWKS,27,251,7.8,0.448,0.438,0.292,3.7,14.6,9.0,9.3,1.3,0.3,9.1,17.9,-0.2,0.1,-0.1,-0.01,-4.3,-2.6,-6.9,-0.3dorsety01,Tyler Dorsey,SHOOTING GUARD,22,ATLANTA HAWKS,27,0,251,32,89,10,39,16,26,9,34,17,7,1,10,20
dorsety01,Tyler Dorsey,SHOOTING GUARD,22,MEMPHIS GRIZZLIES,21,447,13.1,0.541,0.531,0.2,4.4,13.3,8.8,14.2,0.8,0.2,8.2,20.7,0.4,0.3,0.7,0.073,0.2,-2.3,-2.1,0.0dorsety01,Tyler Dorsey,SHOOTING GUARD,22,MEMPHIS GRIZZLIES,21,11,447,75,175,34,93,22,35,18,52,39,7,1,17,33
dotsoda01,Damyean Dotson,SHOOTING GUARD,24,NEW YORK KNICKS,73,2004,10.8,0.526,0.49,0.14,1.7,12.2,6.8,10.4,1.4,0.4,8.7,17.3,0.7,0.9,1.5,0.037,-0.9,-1.4,-2.3,-0.2dotsoda01,Damyean Dotson,SHOOTING GUARD,24,NEW YORK KNICKS,73,40,2004,290,698,126,342,73,98,34,228,135,58,10,71,135
doziepj01,PJ Dozier,SHOOTING GUARD,22,BOSTON CELTICS,6,51,16.0,0.434,0.381,0.095,12.5,23.1,17.8,13.7,1.9,0.0,0.0,18.5,0.1,0.1,0.1,0.125,-0.5,-0.5,-1.1,0.0doziepj01,PJ Dozier,SHOOTING GUARD,22,BOSTON CELTICS,6,0,51,8,21,2,8,1,2,6,11,5,2,0,0,2
dragigo01,Goran Dragić,POINT GUARD,32,MIAMI HEAT,36,991,13.9,0.517,0.379,0.233,2.1,9.8,6.0,27.3,1.5,0.5,12.9,23.7,0.6,1.0,1.6,0.079,0.1,-1.3,-1.2,0.2dragigo01,Goran Dragić,POINT GUARD,32,MIAMI HEAT,36,22,991,179,433,57,164,79,101,20,91,174,30,5,71,81
drumman01,Andre Drummond,CENTER,25,DETROIT PISTONS,79,2647,23.4,0.555,0.036,0.392,16.8,34.7,25.4,7.2,2.5,4.4,12.4,22.9,4.1,5.9,10.0,0.181,-0.7,3.6,2.9,3.3drumman01,Andre Drummond,CENTER,25,DETROIT PISTONS,79,79,2647,561,1052,5,38,243,412,423,809,112,136,138,175,272
dudleja01,Jared Dudley,POWER FORWARD,33,BROOKLYN NETS,59,1220,7.8,0.554,0.632,0.192,2.9,10.4,6.7,9.2,1.4,1.0,14.2,10.4,0.6,1.2,1.8,0.07,-1.7,1.0,-0.7,0.4dudleja01,Jared Dudley,POWER FORWARD,33,BROOKLYN NETS,59,25,1220,101,239,53,151,32,46,34,121,83,36,16,43,131
dunnkr01,Kris Dunn,POINT GUARD,24,CHICAGO BULLS,46,1389,12.4,0.484,0.19,0.136,1.5,13.3,7.3,30.0,2.4,1.3,16.2,20.1,-0.5,1.2,0.6,0.022,-2.0,0.3,-1.8,0.1dunnkr01,Kris Dunn,POINT GUARD,24,CHICAGO BULLS,46,44,1389,215,506,34,96,55,69,19,168,277,68,21,104,166
duranke01,Kevin Durant,SMALL FORWARD,30,GOLDEN STATE WARRIORS,78,2702,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1.0,2.6,12.3,29.0,8.6,2.9,11.5,0.204,4.2,0.1,4.3,4.3duranke01,Kevin Durant,SMALL FORWARD,30,GOLDEN STATE WARRIORS,78,78,2702,721,1383,137,388,448,506,33,464,457,58,84,225,155
duvaltr01,Trevon Duval,POINT GUARD,20,MILWAUKEE BUCKS,3,6,38.3,0.833,0.333,0.0,0.0,16.0,8.5,59.0,0.0,0.0,0.0,20.9,0.1,0.0,0.1,0.537,13.8,-4.1,9.7,0.0duvaltr01,Trevon Duval,POINT GUARD,20,MILWAUKEE BUCKS,3,0,6,2,3,1,1,0,0,0,1,2,0,0,0,0
edwarvi01,Vince Edwards,SMALL FORWARD,22,HOUSTON ROCKETS,2,16,3.8,0.375,1.0,0.0,6.8,7.1,6.9,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,-0.014,-4.3,-5.5,-9.8,0.0edwarvi01,Vince Edwards,SMALL FORWARD,22,HOUSTON ROCKETS,2,0,16,1,4,1,4,0,0,1,1,0,0,0,0,0
ellenhe01,Henry Ellenson,POWER FORWARD,22,DETROIT PISTONS,2,25,14.8,0.551,0.4,0.2,0.0,40.9,19.7,6.2,0.0,0.0,0.0,18.8,0.0,0.0,0.1,0.149,-3.7,-2.9,-6.6,0.0ellenhe01,Henry Ellenson,POWER FORWARD,22,DETROIT PISTONS,2,0,25,4,10,2,4,2,2,0,9,1,0,0,0,2
ellenhe01,Henry Ellenson,POWER FORWARD,22,NEW YORK KNICKS,17,234,12.9,0.536,0.4,0.271,2.2,23.8,12.7,10.0,1.4,0.7,8.6,19.0,0.1,0.2,0.3,0.07,-2.3,-1.4,-3.8,-0.1ellenhe01,Henry Ellenson,POWER FORWARD,22,NEW YORK KNICKS,17,0,234,35,85,15,34,17,23,5,52,15,7,2,9,25
ellinwa01,Wayne Ellington,SHOOTING GUARD,31,MIAMI HEAT,25,533,10.8,0.547,0.842,0.087,1.2,8.2,4.7,7.8,2.2,0.5,6.8,16.5,0.4,0.6,1.0,0.091,0.5,-0.9,-0.4,0.2ellinwa01,Wayne Ellington,SHOOTING GUARD,31,MIAMI HEAT,25,12,533,69,184,57,155,14,16,6,41,29,24,3,14,40
ellinwa01,Wayne Ellington,SHOOTING GUARD,31,DETROIT PISTONS,28,764,12.5,0.584,0.795,0.121,1.1,7.7,4.3,8.6,1.9,0.3,8.3,17.7,0.9,0.7,1.6,0.102,1.7,-1.1,0.6,0.5ellinwa01,Wayne Ellington,SHOOTING GUARD,31,DETROIT PISTONS,28,26,764,115,273,81,217,25,33,8,52,43,30,3,26,52
embiijo01,Joel Embiid,CENTER,24,PHILADELPHIA 76ERS,64,2154,26.1,0.593,0.219,0.541,8.1,34.0,21.4,18.4,1.0,4.4,13.2,33.3,4.9,3.8,8.7,0.194,2.0,2.1,4.1,3.3embiijo01,Joel Embiid,CENTER,24,PHILADELPHIA 76ERS,64,64,2154,580,1199,79,263,522,649,160,711,234,46,122,226,211
ennisja01,James Ennis,SMALL FORWARD,28,HOUSTON ROCKETS,40,949,11.3,0.622,0.569,0.275,4.2,9.5,6.8,4.1,2.0,1.4,8.9,11.9,1.4,0.8,2.2,0.112,-0.1,0.2,0.1,0.5ennisja01,James Ennis,SMALL FORWARD,28,HOUSTON ROCKETS,40,25,949,104,211,44,120,42,58,37,80,27,38,16,23,111
ennisja01,James Ennis,SMALL FORWARD,28,PHILADELPHIA 76ERS,18,281,9.9,0.51,0.434,0.277,8.9,15.4,12.2,6.7,0.5,2.0,10.6,15.5,0.2,0.2,0.4,0.071,-2.0,-1.2,-3.2,-0.1ennisja01,James Ennis,SMALL FORWARD,28,PHILADELPHIA 76ERS,18,2,281,34,83,11,36,16,23,23,42,14,3,7,11,39
eubandr01,Drew Eubanks,POWER FORWARD,21,SAN ANTONIO SPURS,23,113,15.1,0.646,0.0,0.5,5.8,26.8,16.4,8.3,0.9,3.7,20.1,15.5,0.1,0.2,0.3,0.12,-3.6,1.3,-2.3,0.0eubandr01,Drew Eubanks,POWER FORWARD,21,SAN ANTONIO SPURS,23,0,113,15,26,0,0,11,13,6,28,7,2,5,8,11
evansja02,Jacob Evans,SHOOTING GUARD,21,GOLDEN STATE WARRIORS,30,204,3.5,0.374,0.283,0.019,3.3,9.5,6.5,13.7,1.2,1.2,17.1,13.5,-0.3,0.2,-0.1,-0.03,-5.9,-0.9,-6.9,-0.3evansja02,Jacob Evans,SHOOTING GUARD,21,GOLDEN STATE WARRIORS,30,1,204,18,53,4,15,0,1,6,19,23,5,3,11,28
evansja01,Jawun Evans,POINT GUARD,22,PHOENIX SUNS,7,64,0.7,0.231,0.154,0.0,1.7,19.3,10.4,20.0,2.2,0.0,31.6,12.7,-0.2,0.0,-0.2,-0.139,-10.1,0.1,-10.0,-0.1evansja01,Jawun Evans,POINT GUARD,22,PHOENIX SUNS,7,0,64,3,13,0,2,0,0,1,11,10,3,0,6,8
evansja01,Jawun Evans,POINT GUARD,22,OKLAHOMA CITY THUNDER,1,1,-38.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,-0.946,-25.2,-13.6,-38.9,0.0evansja01,Jawun Evans,POINT GUARD,22,OKLAHOMA CITY THUNDER,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
evansty01,Tyreke Evans,SHOOTING GUARD,29,INDIANA PACERS,69,1402,11.5,0.483,0.327,0.242,2.7,13.0,7.9,17.5,2.0,1.1,13.9,26.4,-1.7,2.0,0.3,0.01,-3.1,-0.5,-3.6,-0.6evansty01,Tyreke Evans,SHOOTING GUARD,29,INDIANA PACERS,69,18,1402,257,660,77,216,115,160,33,168,166,58,18,118,117
exumda01,Dante Exum,POINT GUARD,23,UTAH JAZZ,42,664,11.2,0.516,0.257,0.357,2.7,8.3,5.5,24.1,1.0,0.6,15.7,21.3,0.2,0.7,1.0,0.069,-2.6,-1.4,-4.0,-0.3exumda01,Dante Exum,POINT GUARD,23,UTAH JAZZ,42,1,664,101,241,18,62,68,86,16,52,110,14,5,52,69
farieke01,Kenneth Faried,CENTER,29,BROOKLYN NETS,12,118,20.5,0.622,0.119,0.381,13.4,25.7,19.6,2.8,0.8,2.7,10.9,19.6,0.2,0.2,0.4,0.168,-2.0,-1.5,-3.5,0.0farieke01,Kenneth Faried,CENTER,29,BROOKLYN NETS,12,0,118,25,42,1,5,10,16,15,29,2,2,4,6,8
farieke01,Kenneth Faried,CENTER,29,HOUSTON ROCKETS,25,610,21.8,0.622,0.09,0.372,14.6,23.0,18.7,4.9,1.2,2.6,9.4,20.4,1.8,0.7,2.5,0.198,0.1,-0.9,-0.7,0.2farieke01,Kenneth Faried,CENTER,29,HOUSTON ROCKETS,25,13,610,131,223,7,20,54,83,82,124,18,15,19,27,74
favorde01,Derrick Favors,CENTER,27,UTAH JAZZ,76,1766,21.8,0.624,0.126,0.368,12.9,21.3,17.2,8.0,1.5,4.8,10.5,19.4,4.4,3.5,7.9,0.215,1.1,3.2,4.3,2.8favorde01,Derrick Favors,CENTER,27,UTAH JAZZ,76,70,1766,363,619,17,78,154,228,207,353,89,56,106,84,163
feliccr01,Cristiano Felício,CENTER,26,CHICAGO BULLS,60,746,13.4,0.568,0.022,0.408,11.4,20.5,15.9,7.2,0.7,0.8,13.5,14.3,0.9,0.4,1.4,0.088,-2.5,-1.1,-3.5,-0.3feliccr01,Cristiano Felício,CENTER,26,CHICAGO BULLS,60,0,746,95,179,0,4,50,73,79,139,37,11,7,33,69
feltora01,Raymond Felton,POINT GUARD,34,OKLAHOMA CITY THUNDER,33,379,11.2,0.505,0.452,0.096,1.1,8.4,4.6,18.7,1.2,1.3,9.0,16.6,0.3,0.4,0.7,0.087,-2.3,-1.9,-4.2,-0.2feltora01,Raymond Felton,POINT GUARD,34,OKLAHOMA CITY THUNDER,33,0,379,55,135,20,61,12,13,4,30,52,10,6,14,29
fergute01,Terrance Ferguson,SHOOTING GUARD,20,OKLAHOMA CITY THUNDER,74,1931,6.4,0.566,0.673,0.118,1.7,6.0,3.8,4.8,1.0,0.7,9.4,10.6,1.2,1.6,2.8,0.07,-1.5,-0.5,-1.9,0.0fergute01,Terrance Ferguson,SHOOTING GUARD,20,OKLAHOMA CITY THUNDER,74,74,1931,185,431,106,290,37,51,33,108,72,40,16,47,231
ferreyo01,Yogi Ferrell,POINT GUARD,25,SACRAMENTO KINGS,71,1067,12.7,0.55,0.423,0.19,1.2,9.5,5.3,17.0,1.6,0.3,9.5,16.3,1.3,0.6,1.9,0.087,-0.5,-1.8,-2.3,-0.1ferreyo01,Yogi Ferrell,POINT GUARD,25,SACRAMENTO KINGS,71,3,1067,153,352,54,149,60,67,13,96,137,36,4,40,64
finnedo01,Dorian Finney-Smith,SMALL FORWARD,25,DALLAS MAVERICKS,81,1985,11.0,0.53,0.481,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14.0,1.2,2.0,3.3,0.079,-1.0,1.1,0.2,1.1finnedo01,Dorian Finney-Smith,SMALL FORWARD,25,DALLAS MAVERICKS,81,26,1985,228,528,79,254,73,103,138,251,95,69,36,74,186
