slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_playerslug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
metuch01,Chimezie Metu,POWER FORWARD,21,SAN ANTONIO SPURS,29,145,6.4,0.389,0.034,0.293,6.8,20.1,13.5,12.0,2.0,1.2,18.6,24.4,-0.5,0.2,-0.3,-0.099,-9.0,-0.2,-9.2,-0.3metuch01,Chimezie Metu,POWER FORWARD,21,SAN ANTONIO SPURS,29,0,145,19,58,0,2,13,17,9,27,13,6,2,15,14
middlkh01,Khris Middleton,SMALL FORWARD,27,MILWAUKEE BUCKS,77,2393,16.5,0.558,0.413,0.225,2.3,16.5,9.8,20.1,1.6,0.2,12.1,25.1,2.5,3.6,6.1,0.123,0.7,0.1,0.8,1.7middlkh01,Khris Middleton,SMALL FORWARD,27,MILWAUKEE BUCKS,77,77,2393,506,1148,179,474,216,258,50,411,331,80,7,174,172
milescj01,C.J. Miles,SMALL FORWARD,31,TORONTO RAPTORS,40,562,8.0,0.484,0.665,0.214,2.4,10.5,6.5,5.2,1.5,1.5,8.5,18.8,-0.3,0.7,0.4,0.035,-2.4,-1.3,-3.7,-0.2milescj01,C.J. Miles,SMALL FORWARD,31,TORONTO RAPTORS,40,1,562,70,206,43,137,35,44,12,56,22,18,10,21,62
milescj01,C.J. Miles,SMALL FORWARD,31,MEMPHIS GRIZZLIES,13,294,10.8,0.544,0.629,0.133,0.4,10.1,5.2,7.4,1.4,1.6,7.5,18.3,0.1,0.3,0.3,0.054,-1.4,-1.5,-2.9,-0.1milescj01,C.J. Miles,SMALL FORWARD,31,MEMPHIS GRIZZLIES,13,0,294,42,105,24,66,13,14,1,26,14,8,5,9,17
milleda01,Darius Miller,SMALL FORWARD,28,NEW ORLEANS PELICANS,69,1757,8.4,0.55,0.752,0.147,0.8,6.6,3.8,10.4,1.1,1.1,10.3,13.4,1.1,0.6,1.6,0.045,-0.1,-1.5,-1.7,0.1milleda01,Darius Miller,SMALL FORWARD,28,NEW ORLEANS PELICANS,69,15,1757,189,484,133,364,56,71,14,114,146,40,23,59,165
millema01,Malcolm Miller,SMALL FORWARD,25,TORONTO RAPTORS,10,67,13.7,0.63,0.808,0.154,1.7,6.3,4.0,2.1,0.7,1.2,3.5,18.5,0.1,0.1,0.2,0.13,1.8,-3.8,-2.0,0.0millema01,Malcolm Miller,SMALL FORWARD,25,TORONTO RAPTORS,10,0,67,11,26,10,21,3,4,1,4,1,1,1,1,5
millspa02,Patty Mills,POINT GUARD,30,SAN ANTONIO SPURS,82,1908,13.2,0.572,0.609,0.155,1.4,8.9,5.2,17.6,1.3,0.4,11.6,18.5,2.2,1.2,3.5,0.087,1.5,-2.0,-0.5,0.7millspa02,Patty Mills,POINT GUARD,30,SAN ANTONIO SPURS,82,1,1908,282,663,159,404,88,103,24,158,245,49,10,93,129
millspa01,Paul Millsap,POWER FORWARD,33,DENVER NUGGETS,70,1895,17.9,0.57,0.239,0.374,8.7,20.2,14.4,10.6,2.2,2.5,10.9,19.6,3.2,2.9,6.1,0.155,0.5,1.9,2.4,2.1millspa01,Paul Millsap,POWER FORWARD,33,DENVER NUGGETS,70,65,1895,322,665,58,159,181,249,153,352,141,83,54,95,183
miltosh01,Shake Milton,SHOOTING GUARD,22,PHILADELPHIA 76ERS,20,268,9.3,0.483,0.506,0.08,3.7,10.0,6.9,9.2,1.4,2.3,6.2,15.0,0.1,0.3,0.3,0.059,-2.1,-0.6,-2.7,0.0miltosh01,Shake Milton,SHOOTING GUARD,22,PHILADELPHIA 76ERS,20,0,268,34,87,14,44,5,7,9,26,18,8,8,6,29
mirotni01,Nikola Mirotić,POWER FORWARD,27,NEW ORLEANS PELICANS,32,925,17.5,0.591,0.568,0.248,5.2,24.1,14.8,5.3,1.1,2.2,7.6,21.7,1.6,0.9,2.5,0.129,1.3,-1.6,-0.3,0.4mirotni01,Nikola Mirotić,POWER FORWARD,27,NEW ORLEANS PELICANS,32,22,925,182,407,85,231,85,101,46,218,35,21,25,37,86
mirotni01,Nikola Mirotić,POWER FORWARD,27,MILWAUKEE BUCKS,14,320,16.2,0.562,0.644,0.17,4.7,18.3,11.9,8.6,1.5,2.4,7.0,20.4,0.4,0.6,1.0,0.147,0.7,0.2,0.9,0.2mirotni01,Nikola Mirotić,POWER FORWARD,27,MILWAUKEE BUCKS,14,3,320,56,135,31,87,20,23,14,61,20,10,9,11,21
mitchdo01,Donovan Mitchell,SHOOTING GUARD,22,UTAH JAZZ,77,2598,17.2,0.537,0.339,0.259,2.5,10.5,6.6,21.2,2.0,0.9,11.3,31.6,1.3,3.7,5.0,0.092,0.8,-0.2,0.6,1.7mitchdo01,Donovan Mitchell,SHOOTING GUARD,22,UTAH JAZZ,77,77,2598,661,1530,188,519,319,396,59,257,322,106,31,218,208
mitrona01,Naz Mitrou-Long,SHOOTING GUARD,25,UTAH JAZZ,14,84,2.2,0.383,0.55,0.1,1.3,6.3,3.9,23.3,0.6,0.9,27.7,14.7,-0.2,0.1,-0.1,-0.046,-7.0,-1.9,-8.9,-0.1mitrona01,Naz Mitrou-Long,SHOOTING GUARD,25,UTAH JAZZ,14,0,84,6,20,2,11,2,2,1,5,15,1,1,8,10
monkma01,Malik Monk,SHOOTING GUARD,20,CHARLOTTE HORNETS,73,1258,11.8,0.518,0.563,0.174,1.3,10.6,5.9,14.3,1.4,1.3,12.0,24.6,-0.4,0.7,0.3,0.012,-1.1,-2.7,-3.9,-0.6monkma01,Malik Monk,SHOOTING GUARD,20,CHARLOTTE HORNETS,73,0,1258,227,586,109,330,90,102,16,121,117,37,19,86,106
monrogr01,Greg Monroe,CENTER,28,TORONTO RAPTORS,38,423,13.5,0.487,0.025,0.379,15.7,23.8,19.9,5.4,1.5,1.6,14.2,22.2,-0.1,0.7,0.6,0.071,-4.7,-0.6,-5.3,-0.4monrogr01,Greg Monroe,CENTER,28,TORONTO RAPTORS,38,2,423,74,161,0,4,35,61,60,96,16,13,8,31,61
monrogr01,Greg Monroe,CENTER,28,BOSTON CELTICS,2,5,60.2,0.6,0.0,0.0,63.9,0.0,32.0,73.4,0.0,0.0,0.0,43.1,0.1,0.0,0.1,0.534,38.2,6.8,44.9,0.1monrogr01,Greg Monroe,CENTER,28,BOSTON CELTICS,2,0,5,3,5,0,0,0,0,3,0,1,0,0,0,0
monrogr01,Greg Monroe,CENTER,28,PHILADELPHIA 76ERS,3,52,31.7,0.736,0.043,0.478,8.4,17.8,13.2,23.5,0.9,0.0,3.5,23.2,0.4,0.0,0.4,0.37,7.7,-2.0,5.7,0.1monrogr01,Greg Monroe,CENTER,28,PHILADELPHIA 76ERS,3,0,52,15,23,1,1,10,11,4,9,7,1,0,1,5
mooreet01,E'Twaun Moore,SHOOTING GUARD,29,NEW ORLEANS PELICANS,53,1463,11.5,0.567,0.331,0.111,2.5,6.4,4.5,9.5,1.3,0.4,9.6,17.3,1.2,0.5,1.7,0.055,-0.2,-1.9,-2.2,-0.1mooreet01,E'Twaun Moore,SHOOTING GUARD,29,NEW ORLEANS PELICANS,53,36,1463,256,532,76,176,45,59,35,92,102,40,8,59,112
moreler01,Eric Moreland,POWER FORWARD,27,PHOENIX SUNS,1,5,3.9,0.0,0.0,0.0,0.0,67.5,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,-14.0,-3.9,-18.0,0.0moreler01,Eric Moreland,POWER FORWARD,27,PHOENIX SUNS,1,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1
moreler01,Eric Moreland,POWER FORWARD,27,TORONTO RAPTORS,4,38,7.1,0.5,0.143,0.0,11.7,35.9,24.1,13.3,1.3,2.2,41.7,13.6,-0.1,0.1,0.0,0.026,-6.6,3.5,-3.1,0.0moreler01,Eric Moreland,POWER FORWARD,27,TORONTO RAPTORS,4,0,38,3,7,1,1,0,0,4,13,4,1,1,5,8
morrija01,Jaylen Morris,SHOOTING GUARD,23,MILWAUKEE BUCKS,4,29,12.2,0.46,0.3,0.2,0.0,16.5,8.8,18.1,3.2,0.0,8.4,17.2,0.0,0.1,0.1,0.084,-3.8,0.9,-3.0,0.0morrija01,Jaylen Morris,SHOOTING GUARD,23,MILWAUKEE BUCKS,4,0,29,4,10,1,3,1,2,0,5,4,2,0,1,1
morrima03,Marcus Morris,POWER FORWARD,29,BOSTON CELTICS,75,2091,14.2,0.568,0.461,0.205,3.9,19.5,11.7,7.5,1.0,1.1,9.1,20.9,2.1,2.5,4.5,0.104,-0.4,-1.0,-1.4,0.3morrima03,Marcus Morris,POWER FORWARD,29,BOSTON CELTICS,75,53,2091,377,844,146,389,146,173,76,382,109,43,25,92,181
morrima02,Markieff Morris,POWER FORWARD,29,WASHINGTON WIZARDS,34,883,12.3,0.543,0.439,0.223,5.0,16.6,10.7,9.6,1.3,1.9,11.5,19.5,0.4,0.5,0.9,0.051,-1.1,-1.0,-2.0,0.0morrima02,Markieff Morris,POWER FORWARD,29,WASHINGTON WIZARDS,34,15,883,143,328,48,144,57,73,41,133,60,25,20,47,117
morrima02,Markieff Morris,POWER FORWARD,29,OKLAHOMA CITY THUNDER,24,387,10.4,0.475,0.378,0.122,5.2,19.6,12.1,6.8,1.3,0.4,4.1,18.0,0.2,0.5,0.7,0.083,-3.1,-1.4,-4.5,-0.2morrima02,Markieff Morris,POWER FORWARD,29,OKLAHOMA CITY THUNDER,24,1,387,61,156,20,59,14,19,20,71,19,11,2,7,58
morrimo01,Monte Morris,POINT GUARD,23,DENVER NUGGETS,82,1970,16.2,0.577,0.323,0.115,1.9,8.8,5.3,21.7,1.8,0.2,6.6,17.1,4.4,1.8,6.2,0.151,1.5,-1.3,0.2,1.1morrimo01,Monte Morris,POINT GUARD,23,DENVER NUGGETS,82,6,1970,346,702,94,227,65,81,35,159,297,73,4,52,102
motiedo01,Donatas Motiejūnas,POWER FORWARD,28,SAN ANTONIO SPURS,3,13,-0.5,0.436,0.0,0.333,16.9,8.3,12.6,11.9,0.0,6.5,30.4,33.5,-0.1,0.0,-0.1,-0.246,-11.2,-0.3,-11.5,0.0motiedo01,Donatas Motiejūnas,POWER FORWARD,28,SAN ANTONIO SPURS,3,0,13,3,6,0,0,0,2,2,1,1,0,1,3,6
motlejo01,Johnathan Motley,POWER FORWARD,23,LOS ANGELES CLIPPERS,22,156,18.9,0.563,0.041,0.548,12.6,21.7,17.3,11.7,1.5,1.5,15.0,28.8,0.1,0.2,0.3,0.092,-1.8,-1.4,-3.2,0.0motlejo01,Johnathan Motley,POWER FORWARD,23,LOS ANGELES CLIPPERS,22,0,156,39,73,0,3,24,40,18,33,11,5,3,16,27
mudiaem01,Emmanuel Mudiay,POINT GUARD,22,NEW YORK KNICKS,59,1607,14.6,0.531,0.284,0.251,2.1,10.9,6.4,24.2,1.3,1.0,14.6,25.6,0.1,0.7,0.8,0.023,-0.5,-1.9,-2.4,-0.2mudiaem01,Emmanuel Mudiay,POINT GUARD,22,NEW YORK KNICKS,59,42,1607,330,740,69,210,144,186,33,163,228,43,19,140,103
murraja01,Jamal Murray,POINT GUARD,21,DENVER NUGGETS,75,2447,16.0,0.538,0.353,0.19,2.9,11.2,7.0,22.4,1.3,1.0,11.1,24.9,2.8,2.3,5.1,0.1,1.1,-1.0,0.1,1.3murraja01,Jamal Murray,POINT GUARD,21,DENVER NUGGETS,75,74,2447,513,1173,152,414,189,223,65,252,363,67,27,158,153
musadz01,Džanan Musa,SHOOTING GUARD,19,BROOKLYN NETS,9,39,5.8,0.415,0.455,0.091,2.7,10.7,6.7,8.6,2.4,0.0,14.9,29.0,-0.2,0.0,-0.1,-0.152,-7.6,-2.8,-10.4,-0.1musadz01,Džanan Musa,SHOOTING GUARD,19,BROOKLYN NETS,9,0,39,9,22,1,10,0,2,1,4,2,2,0,4,1
muscami01,Mike Muscala,POWER FORWARD,27,PHILADELPHIA 76ERS,47,1041,10.4,0.56,0.716,0.277,5.3,14.7,10.2,7.9,0.8,2.0,12.1,14.3,0.9,1.0,1.9,0.087,-0.3,-0.4,-0.7,0.4muscami01,Mike Muscala,POWER FORWARD,27,PHILADELPHIA 76ERS,47,6,1041,109,278,68,199,63,77,51,149,62,18,27,43,112
muscami01,Mike Muscala,POWER FORWARD,27,LOS ANGELES LAKERS,17,265,12.5,0.578,0.687,0.096,2.4,14.5,8.6,7.1,0.7,3.4,5.5,14.3,0.3,0.3,0.6,0.107,-0.6,0.0,-0.6,0.1muscami01,Mike Muscala,POWER FORWARD,27,LOS ANGELES LAKERS,17,4,265,36,83,21,57,7,8,6,38,14,4,11,5,18
mykhasv01,Sviatoslav Mykhailiuk,SMALL FORWARD,21,LOS ANGELES LAKERS,39,420,5.8,0.451,0.644,0.152,2.0,6.3,4.2,10.1,1.4,0.2,12.4,15.9,-0.4,0.3,-0.1,-0.013,-3.7,-2.1,-5.7,-0.4mykhasv01,Sviatoslav Mykhailiuk,SMALL FORWARD,21,LOS ANGELES LAKERS,39,0,420,44,132,27,85,12,20,8,26,33,13,1,20,25
mykhasv01,Sviatoslav Mykhailiuk,SMALL FORWARD,21,DETROIT PISTONS,3,20,9.8,0.375,0.5,0.0,5.3,5.7,5.5,28.5,2.5,0.0,11.1,19.4,0.0,0.0,0.0,0.016,-2.7,-2.0,-4.7,0.0mykhasv01,Sviatoslav Mykhailiuk,SMALL FORWARD,21,DETROIT PISTONS,3,0,20,2,8,2,4,0,0,1,1,4,1,0,1,0
naderab01,Abdel Nader,SMALL FORWARD,25,OKLAHOMA CITY THUNDER,61,694,8.8,0.522,0.465,0.167,2.0,15.7,8.6,3.8,1.3,1.5,10.1,15.1,0.0,0.9,0.9,0.062,-4.2,-0.9,-5.1,-0.5naderab01,Abdel Nader,SMALL FORWARD,25,OKLAHOMA CITY THUNDER,61,1,694,91,215,32,100,27,36,14,102,20,20,12,26,68
nancela02,Larry Nance,CENTER,26,CLEVELAND CAVALIERS,67,1795,18.6,0.583,0.205,0.28,10.0,24.9,17.1,17.8,2.8,1.9,15.3,15.5,3.3,1.6,4.9,0.131,1.4,2.6,4.0,2.7nancela02,Larry Nance,CENTER,26,CLEVELAND CAVALIERS,67,30,1795,249,479,33,98,96,134,168,384,214,100,40,97,192
napiesh01,Shabazz Napier,POINT GUARD,27,BROOKLYN NETS,56,983,15.3,0.534,0.524,0.317,1.9,8.7,5.3,22.2,2.0,1.3,11.7,24.0,1.0,1.0,2.0,0.098,0.5,-1.1,-0.7,0.3napiesh01,Shabazz Napier,POINT GUARD,27,BROOKLYN NETS,56,2,983,169,435,76,228,115,138,18,82,143,41,16,66,67
netora01,Raul Neto,POINT GUARD,26,UTAH JAZZ,37,474,13.5,0.558,0.373,0.205,1.4,12.6,7.1,28.7,1.4,0.7,16.6,19.0,0.5,0.6,1.1,0.116,-1.0,-0.6,-1.6,0.0netora01,Raul Neto,POINT GUARD,26,UTAH JAZZ,37,1,474,74,161,20,60,28,33,6,56,93,14,4,35,49
niangge01,Georges Niang,POWER FORWARD,25,UTAH JAZZ,59,516,13.0,0.613,0.58,0.133,2.4,15.7,9.1,10.1,0.9,0.9,10.7,17.8,0.7,0.7,1.3,0.123,-0.2,-0.8,-1.1,0.1niangge01,Georges Niang,POWER FORWARD,25,UTAH JAZZ,59,0,516,86,181,43,105,20,24,11,76,35,10,6,23,57
noahjo01,Joakim Noah,CENTER,33,MEMPHIS GRIZZLIES,42,693,18.6,0.571,0.005,0.512,9.2,29.6,19.3,20.6,1.4,4.2,16.1,20.0,1.0,1.2,2.2,0.15,-1.9,3.5,1.6,0.6noahjo01,Joakim Noah,CENTER,33,MEMPHIS GRIZZLIES,42,1,693,110,213,0,1,78,109,58,180,89,20,31,50,96
noelne01,Nerlens Noel,CENTER,24,OKLAHOMA CITY THUNDER,77,1055,19.3,0.608,0.0,0.286,12.1,20.0,15.9,5.9,2.9,7.7,13.4,13.8,1.9,2.5,4.3,0.198,-1.6,5.5,3.9,1.6noelne01,Nerlens Noel,CENTER,24,OKLAHOMA CITY THUNDER,77,2,1055,162,276,0,0,54,79,127,198,45,66,96,48,166
nowitdi01,Dirk Nowitzki,POWER FORWARD,40,DALLAS MAVERICKS,51,795,9.6,0.469,0.545,0.133,0.7,20.5,10.6,6.9,0.5,1.9,4.3,22.5,-0.5,0.8,0.3,0.016,-3.8,-2.1,-5.9,-0.8nowitdi01,Dirk Nowitzki,POWER FORWARD,40,DALLAS MAVERICKS,51,20,795,135,376,64,205,39,50,5,153,35,9,18,18,76
ntilila01,Frank Ntilikina,POINT GUARD,20,NEW YORK KNICKS,43,904,6.0,0.417,0.408,0.106,1.4,8.9,5.0,19.5,1.6,1.3,15.9,16.6,-1.3,0.4,-0.8,-0.045,-4.5,-1.2,-5.7,-0.8ntilila01,Frank Ntilikina,POINT GUARD,20,NEW YORK KNICKS,43,16,904,95,282,33,115,23,30,12,75,121,30,14,56,104
nunnaja01,James Nunnally,SMALL FORWARD,28,MINNESOTA TIMBERWOLVES,13,64,12.1,0.593,0.619,0.19,0.0,6.8,3.3,10.9,0.7,0.0,4.2,15.6,0.1,0.0,0.1,0.097,0.3,-4.5,-4.2,0.0nunnaja01,James Nunnally,SMALL FORWARD,28,MINNESOTA TIMBERWOLVES,13,0,64,9,21,5,13,4,4,0,4,5,1,0,1,4
nunnaja01,James Nunnally,SMALL FORWARD,28,HOUSTON ROCKETS,2,38,-0.8,0.346,0.923,0.0,0.0,3.0,1.5,7.2,0.0,0.0,0.0,14.8,-0.1,0.0,-0.1,-0.068,-4.9,-5.3,-10.2,-0.1nunnaja01,James Nunnally,SMALL FORWARD,28,HOUSTON ROCKETS,2,0,38,3,13,3,12,0,0,0,1,2,0,0,0,6
nurkiju01,Jusuf Nurkić,CENTER,24,PORTLAND TRAIL BLAZERS,72,1974,23.4,0.57,0.035,0.442,13.4,26.7,20.2,17.9,1.7,4.2,14.6,24.7,4.4,3.3,7.8,0.189,1.6,3.6,5.1,3.5nurkiju01,Jusuf Nurkić,CENTER,24,PORTLAND TRAIL BLAZERS,72,72,1974,420,826,3,29,282,365,243,505,233,71,103,168,250
nwabada01,David Nwaba,SHOOTING GUARD,26,CLEVELAND CAVALIERS,51,984,12.5,0.558,0.286,0.324,4.4,14.4,9.2,8.1,1.8,1.5,8.8,14.6,1.1,0.3,1.4,0.069,-1.1,-0.6,-1.7,0.1nwabada01,David Nwaba,SHOOTING GUARD,26,CLEVELAND CAVALIERS,51,14,984,126,262,24,75,58,85,41,122,54,36,17,29,106
onealro01,Royce O'Neale,SMALL FORWARD,25,UTAH JAZZ,82,1671,9.0,0.589,0.513,0.122,1.5,16.7,9.2,10.0,1.5,1.1,16.2,11.0,0.7,2.5,3.3,0.094,-2.0,2.1,0.1,0.9onealro01,Royce O'Neale,SMALL FORWARD,25,UTAH JAZZ,82,16,1671,163,343,68,176,32,42,22,263,124,54,24,70,172
oquinky01,Kyle O'Quinn,CENTER,28,INDIANA PACERS,45,371,16.8,0.537,0.088,0.154,8.9,26.4,17.8,22.4,1.2,6.0,17.6,20.8,0.2,0.8,1.0,0.125,-2.4,4.1,1.8,0.4oquinky01,Kyle O'Quinn,CENTER,28,INDIANA PACERS,45,3,371,69,136,1,12,17,21,29,90,56,9,25,31,68
ojelese01,Semi Ojeleye,POWER FORWARD,24,BOSTON CELTICS,56,594,8.5,0.531,0.563,0.247,4.3,11.2,7.7,5.1,0.8,0.6,9.8,14.1,0.2,0.5,0.7,0.057,-2.5,-1.7,-4.3,-0.3ojelese01,Semi Ojeleye,POWER FORWARD,24,BOSTON CELTICS,56,3,594,67,158,28,89,24,39,24,62,23,10,4,19,43
okafoja01,Jahlil Okafor,CENTER,23,NEW ORLEANS PELICANS,59,935,17.9,0.603,0.014,0.246,9.2,21.4,15.4,6.3,0.7,3.5,11.5,19.9,1.4,0.8,2.2,0.115,-1.7,-0.5,-2.3,-0.1okafoja01,Jahlil Okafor,CENTER,23,NEW ORLEANS PELICANS,59,24,935,212,362,1,5,59,89,82,196,40,15,40,52,96
okoboel01,Elie Okobo,POINT GUARD,21,PHOENIX SUNS,53,958,7.6,0.489,0.455,0.162,1.4,10.1,5.7,18.7,1.6,0.6,18.2,17.0,-0.7,0.2,-0.5,-0.027,-3.7,-2.2,-5.9,-0.9okoboel01,Elie Okobo,POINT GUARD,21,PHOENIX SUNS,53,16,958,114,290,39,132,37,47,12,86,127,32,7,69,109
okogijo01,Josh Okogie,SHOOTING GUARD,20,MINNESOTA TIMBERWOLVES,74,1757,9.4,0.492,0.423,0.319,2.5,10.9,6.6,6.9,2.4,1.6,9.8,15.4,-0.1,1.4,1.2,0.034,-2.0,0.4,-1.7,0.1okogijo01,Josh Okogie,SHOOTING GUARD,20,MINNESOTA TIMBERWOLVES,74,52,1757,196,508,60,215,118,162,41,177,91,88,33,63,166
oladivi01,Victor Oladipo,SHOOTING GUARD,26,INDIANA PACERS,36,1147,17.6,0.519,0.367,0.24,2.1,17.1,9.8,25.2,2.6,0.9,11.2,27.9,0.4,1.9,2.3,0.097,1.3,1.0,2.3,1.3oladivi01,Victor Oladipo,SHOOTING GUARD,26,INDIANA PACERS,36,36,1147,249,588,74,216,103,141,21,181,186,60,11,82,72
olynyke01,Kelly Olynyk,POWER FORWARD,27,MIAMI HEAT,79,1812,14.4,0.61,0.566,0.328,4.2,17.8,11.0,11.4,1.4,1.8,15.0,18.0,2.3,2.5,4.7,0.126,0.3,0.8,1.1,1.4olynyke01,Kelly Olynyk,POWER FORWARD,27,MIAMI HEAT,79,36,1812,261,564,113,319,152,185,72,303,140,53,37,114,183
osmande01,Cedi Osman,SMALL FORWARD,23,CLEVELAND CAVALIERS,76,2444,11.5,0.536,0.443,0.214,2.0,14.8,8.1,12.1,1.2,0.4,11.0,18.6,1.2,0.2,1.5,0.029,-0.4,-1.7,-2.1,-0.1osmande01,Cedi Osman,SMALL FORWARD,23,CLEVELAND CAVALIERS,76,75,2444,360,844,130,374,141,181,45,312,195,60,11,114,195
oubreke01,Kelly Oubre,SMALL FORWARD,23,WASHINGTON WIZARDS,29,755,13.3,0.545,0.433,0.279,3.4,15.3,9.3,3.8,1.7,2.2,8.1,20.9,0.3,0.5,0.8,0.053,-1.7,-1.9,-3.6,-0.3oubreke01,Kelly Oubre,SMALL FORWARD,23,WASHINGTON WIZARDS,29,7,755,132,305,41,132,68,85,24,105,20,27,20,30,71
oubreke01,Kelly Oubre,SMALL FORWARD,23,PHOENIX SUNS,40,1180,16.4,0.555,0.384,0.296,4.3,14.2,9.2,8.7,2.3,2.8,10.7,24.7,0.5,0.8,1.3,0.054,-0.4,-0.8,-1.2,0.2oubreke01,Kelly Oubre,SMALL FORWARD,23,PHOENIX SUNS,40,12,1180,243,537,67,206,121,159,47,149,64,57,39,73,110
pachuza01,Zaza Pachulia,CENTER,34,DETROIT PISTONS,68,878,13.7,0.539,0.021,0.642,11.9,21.5,16.5,14.7,1.7,1.6,18.7,15.0,1.1,1.3,2.3,0.128,-2.1,2.4,0.2,0.5pachuza01,Zaza Pachulia,CENTER,34,DETROIT PISTONS,68,3,878,85,193,0,4,97,124,99,166,91,31,17,57,151
parkeja01,Jabari Parker,POWER FORWARD,23,CHICAGO BULLS,39,1042,14.6,0.543,0.246,0.233,4.2,21.1,12.6,13.2,1.1,1.2,14.1,25.0,-0.2,0.7,0.5,0.024,-2.0,-1.0,-3.0,-0.3parkeja01,Jabari Parker,POWER FORWARD,23,CHICAGO BULLS,39,17,1042,220,464,37,114,79,108,41,200,84,23,14,84,87
parkeja01,Jabari Parker,POWER FORWARD,23,WASHINGTON WIZARDS,25,682,17.0,0.587,0.284,0.267,5.9,23.0,14.3,15.4,1.6,2.0,17.4,24.0,0.3,0.6,0.9,0.063,-0.8,0.1,-0.7,0.2parkeja01,Jabari Parker,POWER FORWARD,23,WASHINGTON WIZARDS,25,0,682,149,285,24,81,52,76,38,142,68,23,16,67,58
parketo01,Tony Parker,POINT GUARD,36,CHARLOTTE HORNETS,56,1003,15.3,0.512,0.11,0.268,1.5,7.6,4.5,33.3,1.0,0.6,12.7,25.5,0.6,0.3,0.9,0.044,-1.5,-3.7,-5.3,-0.8parketo01,Tony Parker,POINT GUARD,36,CHARLOTTE HORNETS,56,0,1003,213,463,13,51,91,124,14,69,207,21,7,75,53
parsoch01,Chandler Parsons,SMALL FORWARD,30,MEMPHIS GRIZZLIES,25,496,8.5,0.484,0.516,0.137,0.9,15.2,7.9,13.4,1.9,1.0,14.2,20.3,-0.6,0.6,0.0,-0.004,-3.7,-0.6,-4.3,-0.3parsoch01,Chandler Parsons,SMALL FORWARD,30,MEMPHIS GRIZZLIES,25,3,496,68,182,29,94,22,25,4,66,43,19,5,32,45
pattepa01,Patrick Patterson,POWER FORWARD,29,OKLAHOMA CITY THUNDER,63,861,8.1,0.493,0.626,0.137,4.9,13.0,8.8,4.6,0.9,1.3,8.7,12.0,0.2,0.9,1.1,0.064,-3.0,-0.6,-3.7,-0.4pattepa01,Patrick Patterson,POWER FORWARD,29,OKLAHOMA CITY THUNDER,63,5,861,82,219,46,137,19,30,42,105,31,16,13,22,46
pattoju01,Justin Patton,CENTER,21,PHILADELPHIA 76ERS,3,21,10.5,0.317,0.286,0.286,10.4,19.6,15.1,18.7,4.5,0.0,0.0,15.7,0.0,0.0,0.0,0.079,-2.3,2.1,-0.2,0.0pattoju01,Justin Patton,CENTER,21,PHILADELPHIA 76ERS,3,0,21,2,7,0,2,1,2,2,4,3,2,0,0,5
paulch01,Chris Paul,POINT GUARD,33,HOUSTON ROCKETS,58,1857,19.7,0.56,0.493,0.282,2.1,13.9,7.9,39.3,3.0,0.8,15.8,22.5,4.4,2.2,6.6,0.172,2.9,0.2,3.0,2.4paulch01,Chris Paul,POINT GUARD,33,HOUSTON ROCKETS,58,58,1857,302,720,127,355,175,203,36,229,473,114,18,152,146
payneca01,Cameron Payne,POINT GUARD,24,CHICAGO BULLS,31,536,10.3,0.492,0.351,0.149,2.0,8.8,5.4,22.4,1.8,1.0,16.0,17.4,-0.1,0.3,0.2,0.014,-2.7,-1.6,-4.3,-0.3payneca01,Cameron Payne,POINT GUARD,24,CHICAGO BULLS,31,12,536,69,168,16,59,22,25,10,43,83,20,6,34,49
payneca01,Cameron Payne,POINT GUARD,24,CLEVELAND CAVALIERS,9,176,15.3,0.596,0.455,0.291,1.8,10.6,6.0,20.0,2.3,1.5,15.1,18.1,0.2,0.1,0.3,0.082,0.4,-1.5,-1.1,0.0payneca01,Cameron Payne,POINT GUARD,24,CLEVELAND CAVALIERS,9,1,176,27,55,9,25,11,16,3,16,23,8,3,11,15
paytoel01,Elfrid Payton,POINT GUARD,24,NEW ORLEANS PELICANS,42,1250,14.0,0.502,0.255,0.18,4.1,14.0,9.1,33.5,1.6,1.1,20.1,18.3,0.6,0.9,1.5,0.058,-0.7,-0.1,-0.9,0.4paytoel01,Elfrid Payton,POINT GUARD,24,NEW ORLEANS PELICANS,42,42,1250,179,412,33,105,55,74,49,171,320,44,17,112,81
